Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2,,
11-06-1996,98,NO2,Los Angeles-North Main Street,06-037-1103,AQS,61,35,10,.,.,98,,
11-07-1996,93,NO2,Lynwood,06-037-1301,AQS,69,37,11,.,.,93,,
11-08-1996,101,NO2,Burbank,06-037-1002,AQS,65,32,11,.,.,101,,
11-09-1996,98,CO,Lynwood,06-037-1301,AQS,98,29,55,.,.,73,,
11-10-1996,99,CO,Lynwood,06-037-1301,AQS,99,26,26,.,.,96,,
11-11-1996,130,CO,Lynwood,06-037-1301,AQS,130,35,21,54,.,111,,
11-12-1996,131,CO,Lynwood,06-037-1301,AQS,131,32,26,.,.,127,,
11/13/1996,120,NO2,Los Angeles-North Main Street,06-037-1103,AQS,93,49,29,.,.,120,,
11/14/1996,102,NO2,Glendora,06-037-0016,AQS,71,90,17,.,.,102,,
11/15/1996,60,CO,Lynwood,06-037-1301,AQS,60,41,7,.,.,57,,
11/16/1996,61,CO,Lynwood,06-037-1301,AQS,61,35,9,.,.,53,,
11/17/1996,69,CO,Lynwood,06-037-1301,AQS,69,35,10,40,.,46,,
11/18/1996,72,NO2,Los Angeles-North Main Street,06-037-1103,AQS,40,31,7,.,.,72,,
11/19/1996,103,NO2,Glendora,06-037-0016,AQS,43,30,16,.,.,103,,
11/20/1996,81,NO2,,06-037-1601,AQS,36,25,14,.,.,81,,
11/21/1996,50,NO2,Pomona,06-037-1701,AQS,32,24,7,.,.,50,,
11/22/1996,42,NO2,Burbank,06-037-1002,AQS,30,35,9,.,.,42,,
11/23/1996,73,CO,Lynwood,06-037-1301,AQS,73,33,13,43,.,61,,
11/24/1996,103,CO,Lynwood,06-037-1301,AQS,103,38,7,.,.,81,,
11/25/1996,109,NO2,Long Beach (North),06-037-4002,AQS,104,24,23,.,.,109,,
11/26/1996,107,NO2,Lynwood,06-037-1301,AQS,86,37,16,.,.,107,,
11/27/1996,97,CO,Lynwood,06-037-1301,AQS,97,37,19,.,.,81,,
11/28/1996,116,CO,Hawthorne,06-037-5001,AQS,116,37,14,.,.,66,,
11/29/1996,69,PM10,,06-037-6002,AQS,27,34,4,69,.,37,,
11/30/1996,57,NO2,Pomona,06-037-1701,AQS,50,28,29,.,.,57,,
12-01-1996,90,CO,Hawthorne,06-037-5001,AQS,90,33,31,.,.,81,,
12-02-1996,76,NO2,Long Beach (North),06-037-4002,AQS,56,31,17,.,.,76,,
12-03-1996,90,NO2,Long Beach (North),06-037-4002,AQS,58,23,24,.,.,90,,
12-04-1996,104,NO2,Long Beach (North),06-037-4002,AQS,95,26,57,.,.,104,,
12-05-1996,98,NO2,,06-037-1601,AQS,81,15,11,50,.,98,,
12-06-1996,44,NO2,Lynwood,06-037-1301,AQS,41,34,10,.,.,44,,
12-07-1996,72,NO2,Lynwood,06-037-1301,AQS,62,27,13,.,.,72,,
12-08-1996,85,NO2,Pomona,06-037-1701,AQS,70,31,13,.,.,85,,
12-09-1996,69,NO2,Pomona,06-037-1701,AQS,57,34,7,.,.,69,,
12-10-1996,41,NO2,Burbank,06-037-1002,AQS,26,31,9,.,.,41,,
12-11-1996,45,NO2,Long Beach (North),06-037-4002,AQS,34,24,7,8,.,45,,
12-12-1996,46,NO2,Pomona,06-037-1701,AQS,31,19,11,.,.,46,,
12/13/1996,81,NO2,Los Angeles-North Main Street,06-037-1103,AQS,44,22,19,.,.,81,,
12/14/1996,102,NO2,Los Angeles-North Main Street,06-037-1103,AQS,87,38,17,.,.,102,,
12/15/1996,123,CO,Lynwood,06-037-1301,AQS,123,38,9,.,.,100,,
12/16/1996,94,CO,Lynwood,06-037-1301,AQS,94,20,11,.,.,90,,
12/17/1996,180,CO,Lynwood,06-037-1301,AQS,180,39,14,63,.,116,,
12/18/1996,135,CO,Lynwood,06-037-1301,AQS,135,36,14,.,.,98,,
12/19/1996,81,NO2,,06-037-1601,AQS,81,24,10,.,.,81,,
12/20/1996,106,NO2,Los Angeles-North Main Street,06-037-1103,AQS,85,22,14,.,.,106,,
12/21/1996,73,NO2,,06-037-1601,AQS,73,31,7,.,.,73,,
12/22/1996,47,NO2,,06-037-1601,AQS,33,39,6,.,.,47,,
12/23/1996,73,NO2,Lynwood,06-037-1301,AQS,61,26,9,46,.,73,,
12/24/1996,68,NO2,Lynwood,06-037-1301,AQS,65,31,9,.,.,68,,
12/25/1996,65,NO2,Lynwood,06-037-1301,AQS,57,30,9,.,.,65,,
12/26/1996,63,NO2,Lynwood,06-037-1301,AQS,63,25,7,.,.,63,,
12/27/1996,42,NO2,Los Angeles-North Main Street,06-037-1103,AQS,24,23,10,.,.,42,,
12/28/1996,52,CO,Lynwood,06-037-1301,AQS,52,21,13,.,.,42,,
12/29/1996,51,NO2,Burbank,06-037-1002,AQS,51,22,11,34,.,51,,
12/30/1996,84,NO2,Long Beach (North),06-037-4002,AQS,62,16,19,.,.,84,,
12/31/1996,89,NO2,Los Angeles-North Main Street,06-037-1103,AQS,72,10,19,.,.,89,,
01-02-2012,59,PM2.5,Reseda,06-037-1201,AQS,19,35,7,22,59,48,,
01-03-2012,77,PM2.5,Long Beach (South),06-037-4004,AQS,36,29,11,38,77,77,,
01-04-2012,76,NO2,Long Beach (Hudson),06-037-4006,AQS,40,31,9,50,75,76,,
01-05-2012,63,PM2.5,Long Beach (South),06-037-4004,AQS,27,29,4,31,63,58,,
01-06-2012,84,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,38,37,4,42,84,64,,
01-07-2012,114,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,28,47,1,40,114,45,,
01-08-2012,84,PM2.5,Long Beach (North),06-037-4002,AQS,18,44,4,54,84,46,,
01-09-2012,63,PM2.5,Long Beach (North),06-037-4002,AQS,36,33,6,34,63,52,,
01-10-2012,71,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,24,26,6,36,71,56,,
01-11-2012,89,PM2.5,Long Beach (North),06-037-4002,AQS,24,31,9,51,89,69,,
01-12-2012,94,PM2.5,Long Beach (South),06-037-4004,AQS,30,36,31,49,94,67,,
01/13/2012,72,NO2,Long Beach (Hudson),06-037-4006,AQS,27,37,6,34,63,72,,
01/14/2012,77,PM2.5,Long Beach (South),06-037-4004,AQS,27,29,3,45,77,60,,
01/15/2012,82,PM2.5,Long Beach (North),06-037-4002,AQS,44,43,3,35,82,46,,
01/16/2012,65,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,9,37,1,23,65,43,,
01/17/2012,63,PM2.5,Long Beach (North),06-037-4002,AQS,18,39,3,31,63,51,,
01/18/2012,80,PM2.5,Long Beach (North),06-037-4002,AQS,24,42,6,43,80,50,,
01/19/2012,91,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,30,43,6,44,91,60,,
01/20/2012,93,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,20,38,1,44,93,46,,
01/21/2012,56,PM2.5,Glendora,06-037-0016,AQS,9,38,1,24,56,40,,
01/22/2012,72,PM2.5,Reseda,06-037-1201,AQS,13,40,1,29,72,34,,
01/23/2012,67,PM2.5,Reseda,06-037-1201,AQS,15,35,1,19,67,34,,
01/24/2012,67,PM2.5,Long Beach (North),06-037-4002,AQS,20,35,3,25,67,47,,
01/25/2012,59,PM2.5,Compton,06-037-1302,AQS,33,33,10,25,59,52,,
01/26/2012,57,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,45,28,6,25,57,54,,
01/27/2012,60,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,26,42,4,25,60,53,,
01/28/2012,67,PM2.5,Compton,06-037-1302,AQS,24,40,6,26,67,48,,
01/29/2012,44,PM2.5,Long Beach (South),06-037-4004,AQS,28,40,4,16,44,44,,
01/30/2012,60,PM2.5,Burbank,06-037-1002,AQS,28,31,3,25,60,51,,
01/31/2012,81,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,17,36,1,28,81,45,,
02-01-2012,94,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,19,40,6,43,94,49,,
02-02-2012,104,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,43,7,38,104,48,,
02-03-2012,66,PM2.5,Long Beach (North),06-037-4002,AQS,22,38,6,33,66,51,,
02-04-2012,46,NO2,LAX Hastings,06-037-5005,AQS,20,44,1,17,44,46,,
02-05-2012,51,PM2.5,Long Beach (North),06-037-4002,AQS,26,46,4,17,51,46,,
02-06-2012,56,PM2.5,Long Beach (South),06-037-4004,AQS,17,42,4,25,56,56,,
02-07-2012,59,PM2.5,Reseda,06-037-1201,AQS,18,37,1,20,59,50,,
02-08-2012,54,PM2.5,Burbank,06-037-1002,AQS,15,44,1,22,54,45,,
02-09-2012,53,PM2.5,Long Beach (South),06-037-4004,AQS,18,40,6,31,53,53,,
02-10-2012,62,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,20,38,3,27,62,43,,
02-11-2012,63,PM2.5,Glendora,06-037-0016,AQS,8,37,1,21,63,31,,
02-12-2012,58,PM2.5,Reseda,06-037-1201,AQS,7,39,1,15,58,27,,
02/13/2012,48,PM2.5,Reseda,06-037-1201,AQS,8,39,1,21,48,35,,
02/14/2012,55,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,41,4,23,55,42,,
02/15/2012,53,PM2.5,Long Beach (North),06-037-4002,AQS,13,32,3,19,53,45,,
02/16/2012,57,PM2.5,Long Beach (North),06-037-4002,AQS,17,42,3,19,57,54,,
02/17/2012,48,NO2,Long Beach (Hudson),06-037-4006,AQS,19,40,6,20,46,48,,
02/18/2012,63,PM2.5,Reseda,06-037-1201,AQS,17,40,1,22,63,35,,
02/19/2012,67,PM2.5,Reseda,06-037-1201,AQS,13,42,3,23,67,30,,
02/20/2012,68,PM2.5,Reseda,06-037-1201,AQS,10,40,1,29,68,36,,
02/21/2012,65,PM2.5,Long Beach (North),06-037-4002,AQS,17,41,4,32,65,49,,
02/22/2012,63,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,20,39,14,27,63,58,,
02/23/2012,68,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,20,41,30,28,68,55,,
02/24/2012,120,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,16,47,7,33,120,66,,
02/25/2012,97,PM2.5,Burbank,06-037-1002,AQS,9,48,3,44,97,35,,
02/26/2012,96,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,61,1,34,96,35,,
02/27/2012,54,PM2.5,Reseda,06-037-1201,AQS,6,43,0,20,54,27,,
02/28/2012,51,PM2.5,Reseda,06-037-1201,AQS,10,39,1,20,51,43,,
02/29/2012,59,PM2.5,Glendora,06-037-0016,AQS,14,42,1,19,59,41,,
03-01-2012,54,PM2.5,Glendora,06-037-0016,AQS,8,42,1,18,54,33,,
03-02-2012,54,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,16,45,4,34,54,49,,
03-03-2012,50,NO2,Long Beach (Hudson),06-037-4006,AQS,27,45,4,29,40,50,,
03-04-2012,58,NO2,LAX Hastings,06-037-5005,AQS,16,47,4,23,41,58,,
03-05-2012,58,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,26,39,6,26,58,54,,
03-06-2012,64,PM2.5,Glendora,06-037-0016,AQS,13,43,0,50,64,42,,
03-07-2012,46,Ozone,Santa Clarita,06-037-6012,AQS,6,46,3,26,28,41,,
03-08-2012,57,NO2,Long Beach (Hudson),06-037-4006,AQS,15,47,7,33,49,57,,
03-09-2012,63,NO2,Long Beach (Hudson),06-037-4006,AQS,15,51,4,31,47,63,,
03-10-2012,74,Ozone,Lancaster-Division Street,06-037-9033,AQS,18,74,3,32,60,55,,
03-11-2012,64,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,64,1,28,63,32,,
03-12-2012,65,PM2.5,Glendora,06-037-0016,AQS,7,51,1,30,65,43,,
03/13/2012,71,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,44,1,27,71,34,,
03/14/2012,66,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,9,46,4,23,66,33,,
03/15/2012,70,PM2.5,Burbank,06-037-1002,AQS,7,44,3,29,70,36,,
03/16/2012,74,PM2.5,Glendora,06-037-0016,AQS,7,37,1,28,74,29,,
03/17/2012,44,Ozone,LAX Hastings,06-037-5005,AQS,7,44,0,6,27,17,,
03/18/2012,43,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,43,0,11,28,22,,
03/19/2012,49,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,49,1,16,46,40,,
03/20/2012,67,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,14,51,6,24,67,48,,
03/21/2012,72,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,19,50,7,26,72,61,,
03/22/2012,86,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,51,4,39,86,47,,
03/23/2012,77,PM2.5,Burbank,06-037-1002,AQS,7,40,7,26,77,36,,
03/24/2012,62,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,40,1,19,62,31,,
03/25/2012,46,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,46,1,9,40,27,,
03/26/2012,49,Ozone,LAX Hastings,06-037-5005,AQS,6,49,4,6,33,41,,
03/27/2012,54,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,49,3,15,54,38,,
03/28/2012,58,PM10,Lancaster-Division Street,06-037-9033,AQS,11,44,4,58,49,37,,
03/29/2012,89,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,7,49,1,51,89,30,,
03/30/2012,123,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,67,3,51,123,40,,
03/31/2012,70,PM2.5,Glendora,06-037-0016,AQS,8,47,1,27,70,32,,
04-01-2012,66,PM10,Lancaster-Division Street,06-037-9033,AQS,6,47,0,66,35,31,,
04-02-2012,50,Ozone,Santa Clarita,06-037-6012,AQS,11,50,3,16,35,46,,
04-03-2012,67,Ozone,Lancaster-Division Street,06-037-9033,AQS,13,67,4,51,57,52,,
04-04-2012,63,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,10,61,4,31,63,45,,
04-05-2012,62,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,9,50,1,32,62,37,,
04-06-2012,61,Ozone,Glendora,06-037-0016,AQS,10,61,1,33,51,53,,
04-07-2012,93,Ozone,Burbank,06-037-1002,AQS,13,93,1,27,53,54,,
04-08-2012,133,Ozone,Glendora,06-037-0016,AQS,16,133,6,30,63,45,,
04-09-2012,90,Ozone,Lancaster-Division Street,06-037-9033,AQS,15,90,1,37,67,57,,
04-10-2012,62,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,8,58,3,27,62,38,,
04-11-2012,45,Ozone,Lancaster-Division Street,06-037-9033,AQS,3,45,0,8,24,25,,
04-12-2012,46,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,46,3,13,32,31,,
04/13/2012,49,Ozone,LAX Hastings,06-037-5005,AQS,5,49,0,12,34,27,,
04/14/2012,47,Ozone,Glendora,06-037-0016,AQS,7,47,0,19,43,31,,
04/15/2012,58,Ozone,Glendora,06-037-0016,AQS,9,58,1,25,55,28,,
04/16/2012,90,Ozone,Lancaster-Division Street,06-037-9033,AQS,11,90,1,32,58,50,,
04/17/2012,77,Ozone,Reseda,06-037-1201,AQS,11,77,31,32,55,60,,
04/18/2012,77,Ozone,Santa Clarita,06-037-6012,AQS,10,77,3,30,66,47,,
04/19/2012,80,PM2.5,Burbank,06-037-1002,AQS,9,71,4,40,80,35,,
04/20/2012,106,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,10,90,3,40,106,53,,
04/21/2012,179,Ozone,Santa Clarita,06-037-6012,AQS,9,179,7,51,136,34,,
04/22/2012,151,Ozone,Santa Clarita,06-037-6012,AQS,6,151,0,39,105,22,,
04/23/2012,74,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,74,0,18,59,28,,
04/24/2012,57,PM2.5,Glendora,06-037-0016,AQS,6,41,1,19,57,33,,
04/25/2012,54,PM2.5,Glendora,06-037-0016,AQS,8,40,3,24,54,39,,
04/26/2012,41,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,41,0,9,35,21,,
04/27/2012,58,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,58,6,22,51,39,,
04/28/2012,101,Ozone,Glendora,06-037-0016,AQS,9,101,6,28,64,39,,
04/29/2012,108,Ozone,Santa Clarita,06-037-6012,AQS,6,108,1,31,70,24,,
04/30/2012,101,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,101,1,38,79,38,,
05-01-2012,66,PM2.5,Glendora,06-037-0016,AQS,8,54,13,22,66,26,,
05-02-2012,64,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,64,16,18,52,25,,
05-03-2012,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,71,3,24,61,30,,
05-04-2012,70,PM2.5,Glendora,06-037-0016,AQS,6,51,1,30,70,36,,
05-05-2012,97,Ozone,Santa Clarita,06-037-6012,AQS,8,97,1,32,70,36,,
05-06-2012,101,Ozone,Santa Clarita,06-037-6012,AQS,6,101,1,37,75,31,,
05-07-2012,90,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,90,1,44,82,33,,
05-08-2012,97,Ozone,Reseda,06-037-1201,AQS,8,97,1,44,83,42,,
05-09-2012,119,Ozone,Lancaster-Division Street,06-037-9033,AQS,13,119,3,55,83,44,,
05-10-2012,151,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,151,1,47,88,25,,
05-11-2012,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,126,1,44,79,21,,
05-12-2012,159,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,159,1,47,83,20,,
05/13/2012,140,Ozone,Santa Clarita,06-037-6012,AQS,6,140,0,40,82,27,,
05/14/2012,112,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,112,3,35,66,30,,
05/15/2012,84,Ozone,Santa Clarita,06-037-6012,AQS,6,84,7,46,64,41,,
05/16/2012,156,Ozone,Santa Clarita,06-037-6012,AQS,8,156,3,44,74,44,,
05/17/2012,154,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,154,1,36,79,36,,
05/18/2012,87,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,87,6,36,68,34,,
05/19/2012,150,Ozone,Santa Clarita,06-037-6012,AQS,6,150,0,42,79,33,,
05/20/2012,187,Ozone,Glendora,06-037-0016,AQS,7,187,1,44,85,27,,
05/21/2012,172,Ozone,Santa Clarita,06-037-6012,AQS,10,172,3,63,90,42,,
05/22/2012,126,Ozone,Glendora,06-037-0016,AQS,8,126,3,46,75,35,,
05/23/2012,93,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,93,1,46,67,25,,
05/24/2012,101,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,101,1,43,65,22,,
05/25/2012,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,71,0,26,50,20,,
05/26/2012,48,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,48,1,22,35,20,,
05/27/2012,67,Ozone,Glendora,06-037-0016,AQS,6,67,1,22,55,31,,
05/28/2012,122,Ozone,Glendora,06-037-0016,AQS,8,122,1,24,60,29,,
05/29/2012,119,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,119,3,31,68,33,,
05/30/2012,100,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,100,3,38,70,35,,
05/31/2012,164,Ozone,Santa Clarita,06-037-6012,AQS,8,164,3,49,100,36,,
06-01-2012,156,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,156,1,48,114,35,,
06-02-2012,129,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,129,3,38,99,22,,
06-03-2012,115,Ozone,Lancaster-Division Street,06-037-9033,AQS,3,115,1,27,73,12,,
06-04-2012,68,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,5,58,1,28,68,15,,
06-05-2012,54,Ozone,Reseda,06-037-1201,AQS,5,54,3,31,53,30,,
06-06-2012,77,Ozone,Glendora,06-037-0016,AQS,9,77,3,38,69,35,,
06-07-2012,122,Ozone,Reseda,06-037-1201,AQS,7,122,3,44,79,39,,
06-08-2012,143,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,143,3,60,66,35,,
06-09-2012,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,126,1,41,88,18,,
06-10-2012,133,Ozone,Santa Clarita,06-037-6012,AQS,5,133,1,37,82,13,,
06-11-2012,122,Ozone,Santa Clarita,06-037-6012,AQS,6,122,6,44,87,38,,
06-12-2012,151,Ozone,Santa Clarita,06-037-6012,AQS,6,151,1,44,85,39,,
06/13/2012,154,Ozone,Lancaster-Division Street,06-037-9033,AQS,8,154,1,46,86,30,,
06/14/2012,115,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,115,1,34,81,25,,
06/15/2012,112,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,112,1,28,82,18,,
06/16/2012,133,Ozone,Santa Clarita,06-037-6012,AQS,5,133,1,33,91,26,,
06/17/2012,161,Ozone,Glendora,06-037-0016,AQS,5,161,1,31,80,24,,
06/18/2012,99,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,6,97,1,36,99,25,,
06/19/2012,108,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,108,1,33,71,23,,
06/20/2012,143,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,143,1,43,90,25,,
06/21/2012,147,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,147,1,46,92,40,,
06/22/2012,93,Ozone,Glendora,06-037-0016,AQS,5,93,4,44,86,29,,
06/23/2012,80,Ozone,Glendora,06-037-0016,AQS,5,80,1,31,56,26,,
06/24/2012,87,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,87,1,21,56,25,,
06/25/2012,71,Ozone,Lancaster-Division Street,06-037-9033,AQS,10,71,1,24,45,33,,
06/26/2012,100,Ozone,Santa Clarita,06-037-6012,AQS,7,100,4,55,49,42,,
06/27/2012,101,Ozone,Santa Clarita,06-037-6012,AQS,9,101,6,31,64,39,,
06/28/2012,126,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,126,6,36,63,37,,
06/29/2012,129,Ozone,Santa Clarita,06-037-6012,AQS,8,129,7,34,71,36,,
06/30/2012,133,Ozone,Santa Clarita,06-037-6012,AQS,5,133,6,29,53,25,,
07-01-2012,119,Ozone,Glendora,06-037-0016,AQS,5,119,3,30,63,22,,
07-02-2012,122,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,122,9,35,61,26,,
07-03-2012,112,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,112,7,36,71,29,,
07-04-2012,105,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,105,0,43,101,15,,
07-05-2012,115,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,5,90,0,58,115,19,,
07-06-2012,105,Ozone,Santa Clarita,06-037-6012,AQS,5,105,0,35,71,32,,
07-07-2012,140,Ozone,Santa Clarita,06-037-6012,AQS,6,140,6,33,69,36,,
07-08-2012,133,Ozone,Glendora,06-037-0016,AQS,6,133,3,25,64,34,,
07-09-2012,200,Ozone,Santa Clarita,06-037-6012,AQS,8,200,6,35,66,45,,
07-10-2012,174,Ozone,Reseda,06-037-1201,AQS,7,174,7,40,76,42,,
07-11-2012,207,Ozone,Santa Clarita,06-037-6012,AQS,8,207,6,44,91,39,,
07-12-2012,91,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,10,90,7,59,91,63,,
07/13/2012,115,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,13,105,26,55,115,58,,
07/14/2012,140,Ozone,Glendora,06-037-0016,AQS,7,140,1,42,91,39,,
07/15/2012,101,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,101,3,35,78,17,,
07/16/2012,77,Ozone,Lancaster-Division Street,06-037-9033,AQS,3,77,0,22,52,16,,
07/17/2012,79,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,3,61,0,23,79,23,,
07/18/2012,51,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,51,1,25,48,46,,
07/19/2012,105,Ozone,Glendora,06-037-0016,AQS,9,105,1,31,58,51,,
07/20/2012,97,Ozone,Glendora,06-037-0016,AQS,7,97,1,41,65,29,,
07/21/2012,156,Ozone,Santa Clarita,06-037-6012,AQS,6,156,13,39,81,27,,
07/22/2012,151,Ozone,Santa Clarita,06-037-6012,AQS,5,151,1,39,77,21,,
07/23/2012,112,Ozone,Santa Clarita,06-037-6012,AQS,6,112,0,38,75,29,,
07/24/2012,84,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,84,1,37,79,28,,
07/25/2012,108,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,108,1,37,75,27,,
07/26/2012,101,Ozone,Santa Clarita,06-037-6012,AQS,5,101,3,36,74,26,,
07/27/2012,101,Ozone,Lancaster-Division Street,06-037-9033,AQS,5,101,3,33,75,33,,
07/28/2012,147,Ozone,Santa Clarita,06-037-6012,AQS,6,147,4,28,66,33,,
07/29/2012,169,Ozone,Santa Clarita,06-037-6012,AQS,7,169,4,32,69,32,,
07/30/2012,143,Ozone,Santa Clarita,06-037-6012,AQS,6,143,1,44,78,35,,
07/31/2012,174,Ozone,Lancaster-Division Street,06-037-9033,AQS,9,174,1,42,81,37,,
08-01-2012,156,Ozone,Santa Clarita,06-037-6012,AQS,7,156,4,35,76,34,,
08-02-2012,156,Ozone,Santa Clarita,06-037-6012,AQS,9,156,4,39,73,34,,
08-03-2012,129,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,129,3,41,72,28,,
08-04-2012,150,Ozone,Santa Clarita,06-037-6012,AQS,5,150,1,42,72,22,,
08-05-2012,169,Ozone,Santa Clarita,06-037-6012,AQS,5,169,6,32,56,26,,
08-06-2012,129,Ozone,Glendora,06-037-0016,AQS,10,129,3,41,67,42,,
08-07-2012,156,Ozone,Santa Clarita,06-037-6012,AQS,8,156,3,62,79,41,,
08-08-2012,174,Ozone,Glendora,06-037-0016,AQS,6,174,4,51,80,43,,
08-09-2012,156,Ozone,Reseda,06-037-1201,AQS,11,156,7,52,79,49,,
08-10-2012,192,Ozone,Santa Clarita,06-037-6012,AQS,9,192,9,51,80,55,,
08-11-2012,205,Ozone,Glendora,06-037-0016,AQS,9,205,9,47,87,34,,
08-12-2012,187,Ozone,Glendora,06-037-0016,AQS,7,187,10,37,67,32,,
08/13/2012,190,Ozone,Santa Clarita,06-037-6012,AQS,9,190,11,59,65,36,,
08/14/2012,136,Ozone,Santa Clarita,06-037-6012,AQS,8,136,1,39,60,41,,
08/15/2012,122,Ozone,Santa Clarita,06-037-6012,AQS,8,122,10,37,66,43,,
08/16/2012,126,Ozone,Glendora,06-037-0016,AQS,14,126,7,37,66,63,,
08/17/2012,129,Ozone,Lancaster-Division Street,06-037-9033,AQS,10,129,10,42,64,50,,
08/18/2012,133,Ozone,Santa Clarita,06-037-6012,AQS,9,133,7,32,61,40,,
08/19/2012,136,Ozone,Santa Clarita,06-037-6012,AQS,7,136,6,31,60,25,,
08/20/2012,115,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,115,1,36,74,33,,
08/21/2012,90,Ozone,Lancaster-Division Street,06-037-9033,AQS,6,90,3,39,81,29,,
08/22/2012,73,PM2.5,Los Angeles-North Main Street,06-037-1103,AQS,6,61,1,37,73,22,,
08/23/2012,105,Ozone,Lancaster-Division Street,06-037-9033,AQS,7,105,1,42,85,22,,
08/24/2012,84,Ozone,Santa Clarita,06-037-6012,AQS,8,84,0,38,68,28,,
08/25/2012,101,Ozone,Glendora,06-037-0016,AQS,8,101,3,40,66,21,,
