Wens AQI,CO,Ozone,SO2,PM10,PM25,NO2
97.19,36,80,34,29,81,50
88.7,22,48,27,22,77,54
114.82,16,32,11,44,105,43
62,27,47,51,18,47,44
105.07,31,31,96,21,27,41
65.62,13,54,43,29,33,54
92.96,19,74,44,27,45,78
88.79,14,51,54,56,74,65
89.24,24,44,37,33,77,56
75.47,25,45,46,31,63,56
71.42,16,44,49,34,59,55
88.19,18,44,49,56,69,73
72.89,16,39,20,46,61,55
81.56,26,48,37,52,68,60
58.89,14,44,11,44,35,49
83.96,17,49,71,14,29,63
96.8,19,71,47,36,81,66
112.19,22,74,95,22,77,64
82.14,17,49,39,37,60,69
119.43,22,101,62,51,76,81
97.16,24,71,72,60,79,78
118.04,20,101,47,30,69,79
85.25,23,44,34,21,58,73
96.13,13,80,75,24,51,65
77.61,15,64,20,38,57,63
78.55,20,46,59,12,66,44
78.69,18,45,36,37,67,52
75.17,39,54,39,31,44,63
80.94,24,61,57,30,67,55
94.83,17,64,79,44,72,39
127.29,35,84,109,51,56,64
149.19,20,129,81,50,72,90
161.9,22,140,94,65,79,94
50.65,11,43,21,26,27,35
68.13,20,54,40,29,56,49
121.47,27,105,69,35,73,55
161.81,35,143,86,40,68,68
182.33,20,164,56,53,85,64
198.71,19,179,43,63,93,69
194.29,22,174,50,61,97,66
71.76,17,41,60,23,56,34
72.92,19,61,47,37,48,51
65.06,20,54,43,25,49,43
69.2,20,50,51,25,53,57
117.2,28,101,47,54,59,73
166.26,38,147,56,43,71,89
211.1,27,190,69,60,86,93
130.75,25,112,57,68,81,77
186.07,22,164,66,54,102,83
175.23,22,159,27,31,79,60
98.96,19,87,41,30,55,42
81.13,19,67,54,44,62,53
65.75,19,46,41,27,55,46
73.36,16,44,46,17,38,63
82.69,16,41,72,18,31,50
85.88,14,37,76,24,33,45
59.15,27,48,39,23,48,48
113.36,27,97,50,27,63,76
120.39,27,101,40,56,91,71
112.22,15,97,67,39,64,52
75.67,25,50,51,20,41,64
95.27,25,80,55,41,67,61
66.68,14,42,29,18,56,50
87.85,22,74,43,20,52,65
82.89,22,51,43,33,71,50
75.31,16,64,33,22,42,53
53.6,10,39,27,18,35,45
51.55,9,29,21,12,29,45
55.71,23,46,30,26,28,46
94.21,23,80,33,60,62,51
106.73,15,90,46,55,81,38
78.57,13,44,60,30,66,32
61.72,14,43,29,20,43,52
82.17,22,64,67,36,65,64
123.57,23,108,34,53,68,68
166.03,16,147,79,56,84,60
101.51,28,84,39,45,83,62
92.29,28,77,75,29,44,46
67.3,28,42,36,27,56,51
83.18,25,64,16,21,70,50
99.71,28,84,41,38,74,55
99.62,25,64,70,52,82,77
65.83,18,45,33,27,55,48
46.19,24,34,10,35,38,33
66.82,31,39,29,29,26,58
66.12,26,50,33,19,55,45
63.04,30,43,24,30,53,43
59.29,15,39,31,26,47,49
96.5,20,80,50,40,80,50
174.72,26,154,40,53,101,69
123.9,26,100,36,51,104,58
169.96,15,151,61,47,88,69
65.39,16,44,29,20,56,33
76.23,19,64,39,28,52,54
116.18,19,100,29,53,74,65
183.87,19,161,47,57,116,64
146.33,15,126,46,58,100,62
63.71,13,44,16,48,53,43
52.28,10,39,43,22,32,41
128.62,20,115,61,26,57,45
163.16,18,143,61,58,94,70
175.29,18,156,64,49,91,64
122.13,16,108,57,44,59,60
137.66,16,122,57,48,70,58
89.04,15,77,29,23,56,49
48.58,9,35,41,9,18,34
97.02,15,41,85,22,58,34
51.91,11,42,43,9,36,25
82.98,20,67,33,21,53,69
93.49,20,48,43,29,80,63
67.36,10,36,56,47,49,42
83.1,23,39,71,37,48,53
118.29,24,77,101,48,62,66
110.73,20,87,92,29,65,72
116.59,25,90,96,67,75,80
120.77,25,90,33,48,102,68
128.94,19,108,46,54,107,54
139.95,18,119,43,56,107,53
118.9,16,74,26,51,103,62
139.46,16,119,69,46,101,39
69.07,13,45,24,33,59,41
67.31,18,38,54,31,55,53
84.45,20,51,47,66,43,70
112.35,19,97,20,48,63,71
141.22,18,122,33,49,87,87
73.46,17,29,56,51,61,38
70.39,18,38,60,30,45,42
101.95,18,87,31,30,71,58
121.49,14,34,108,31,66,43
84.66,18,39,49,30,51,73
131.36,17,49,114,58,81,58
77.35,20,29,66,38,53,36
71.17,20,36,43,35,42,61
64.42,14,28,56,16,40,28
94.74,14,20,79,57,79,25
73.49,18,31,61,37,59,42
66.02,18,28,56,29,44,42
86.42,23,30,56,65,52,72
69.47,23,26,49,46,58,49
98,23,21,69,83,62,44
65.84,26,32,40,32,56,42
80.68,38,34,71,29,39,40
124.67,27,41,105,44,54,100
74.81,25,45,54,60,48,61
107.87,25,61,91,69,65,71
124.12,32,39,41,67,109,63
110.71,33,40,44,60,97,54
74.42,23,44,39,38,64,41
68.02,18,35,55,32,56,45
89.75,24,44,59,69,62,74
122.16,23,36,104,64,87,48
75.48,16,35,64,26,52,46
56.65,18,32,34,29,37,48
99.91,28,34,87,35,54,57
69.4,26,36,49,31,58,49
65.7,24,38,46,30,55,44
76.15,24,58,56,59,52,62
112.79,15,31,97,63,73,46
61.88,19,28,29,34,53,39
113.91,25,26,103,32,40,50
93.99,31,31,43,55,80,63
70.66,24,23,29,25,62,40
59.41,18,13,39,26,51,31
79.57,26,21,36,22,70,44
43.71,24,22,30,36,33,28
41.15,24,19,29,19,31,34
65.11,25,42,26,49,54,43
70.15,19,24,29,33,62,35
48.51,15,19,19,20,43,24
73.19,18,20,17,18,68,22
44.94,11,19,10,11,40,23
63.83,18,19,21,31,55,42
77.01,14,16,30,33,68,42
59.39,14,23,41,27,49,48
100.74,22,30,87,31,66,48
75.79,24,27,64,17,56,44
66.42,28,28,26,19,57,45
89.91,28,17,49,34,79,43
86.78,23,6,13,41,78,37
86.42,23,25,49,74,58,27
101.89,11,24,62,85,82,45
65.57,20,15,40,36,56,42
60.37,20,13,11,20,55,24
62.06,18,7,9,28,56,25
99.63,23,17,13,46,90,36
76.14,15,18,29,46,66,43
96.22,19,21,80,55,80,43
57.12,20,18,41,37,45,47
70.93,14,28,61,19,42,45
84.07,25,24,24,32,76,35
77.03,19,27,57,24,66,23
52.31,25,24,44,36,31,31
68.16,17,21,21,31,59,44
71.16,23,16,37,39,62,39
78.56,20,26,55,27,67,41
119.49,11,29,79,63,103,40
60.23,16,21,39,20,52,28
64.69,16,28,56,31,38,33
120.14,15,27,100,93,92,45
78.48,20,31,66,52,54,48
52.36,26,27,27,25,38,44
68.18,26,17,41,27,59,36
59.59,22,27,37,21,51,37
68.2,18,17,21,33,59,44
78.59,26,15,21,21,70,42
105.62,23,13,24,26,98,35
93.4,27,13,19,42,82,55
93.25,24,17,62,52,80,35
84.14,15,19,66,33,71,41
85.92,22,17,70,28,65,71
75.96,31,27,31,25,64,60
80.58,22,19,49,20,70,44
85.04,22,15,59,20,73,44
64.06,22,19,49,19,54,34
73.66,20,18,30,29,65,40
112.07,22,18,33,25,103,42
143.04,18,23,94,88,123,45
85.6,27,19,67,36,72,42
83.33,24,22,75,24,35,36
82.23,27,9,36,25,73,42
161.4,26,14,52,62,148,42
123.04,17,22,29,65,110,42
62.39,33,22,47,23,52,40
84.72,35,15,30,31,72,64
55.35,27,17,36,22,47,36
60.09,23,19,51,15,44,30
64.29,27,20,46,25,54,43
69.11,26,20,59,19,42,46
72.26,23,23,47,19,62,42
91.87,22,15,27,19,84,37
71.62,18,12,17,25,64,37
107.99,14,22,97,23,55,34
61.63,11,27,44,10,53,18
79.25,13,21,54,35,68,38
74.2,19,27,56,26,62,51
91.83,18,19,50,26,80,55
74.24,22,29,27,34,48,64
74.51,14,29,44,17,55,63
94.96,17,19,81,28,72,41
60.08,15,18,51,16,44,33
75.02,19,18,60,33,63,36
100.45,22,25,85,55,74,44
104.85,22,28,91,57,62,46
85.77,20,32,71,39,56,69
103.81,23,18,31,36,94,45
76.1,20,19,40,33,67,37
128.2,14,25,95,73,109,33
129.2,14,27,67,65,114,61
89.7,24,26,54,52,75,68
81.46,24,26,64,25,68,52
135.81,16,30,113,101,108,40
66.48,14,19,55,33,52,50
64.27,15,31,41,20,54,47
65.42,15,33,33,33,56,42
66.24,11,30,24,32,57,43
107.4,13,27,91,44,83,48
98.29,24,24,85,31,66,41
95.66,18,19,55,40,80,77
85.21,18,24,71,30,64,65
121.53,28,20,103,46,95,52
90.21,30,31,75,42,73,50
113.59,34,16,99,45,65,62
112.75,30,27,56,44,100,52
89.55,26,36,55,51,72,74
55.12,18,30,46,22,40,38
102.21,16,30,49,35,89,62
109.93,11,35,46,52,98,48
87.17,22,32,69,19,73,51
88.91,18,33,49,31,76,60
98.22,18,33,55,29,86,51
106.7,20,27,91,33,64,74
133.09,16,29,71,30,118,62
88.66,17,29,52,18,77,53
107.48,17,39,95,29,45,58
75.27,15,38,52,18,63,56
83.08,23,34,43,36,40,73
136.32,24,24,75,45,120,69
168.86,24,27,105,59,147,83
138.69,28,30,57,38,124,68
86.59,25,32,71,20,72,52
161.44,18,37,128,66,137,51
130.63,22,30,117,23,65,52
93.77,18,21,37,26,83,52
103.27,11,40,21,22,94,42
88.2,16,42,31,21,46,78
74.64,17,34,44,27,64,47
118.38,27,26,49,60,105,52
90.37,31,27,66,44,76,54
76.88,22,42,60,20,64,48
67.6,16,34,50,15,53,56
78.89,16,25,52,19,67,55
106.03,20,24,30,42,95,51
118.33,19,19,23,44,109,34
62.17,15,29,52,22,33,49
57.29,17,32,30,15,48,44
155.68,17,40,139,56,81,38
123.97,14,38,107,55,82,51
64.52,22,41,14,27,49,54
85.09,24,35,39,35,70,71
91.61,18,23,80,47,52,41
83,22,31,64,48,69,52
96.66,32,32,46,28,82,72
92.8,19,41,80,19,64,29
63.59,16,42,51,32,52,46
71.05,20,38,23,22,61,47
97.48,27,17,24,24,86,60
120.87,34,25,103,47,84,68
99.05,30,28,75,31,83,66
145.37,20,44,122,112,93,42
83.91,16,41,66,70,45,39
83.81,24,38,70,43,63,50
102.23,24,41,55,51,89,56
97.51,23,32,60,32,81,80
80.84,20,28,29,31,70,53
75.6,19,30,37,28,56,64
67.28,30,31,33,39,57,45
68.55,25,47,43,26,58,29
83.31,24,42,54,19,54,71
88.27,26,33,30,65,73,70
62.29,14,39,23,22,53,42
56.87,11,46,36,42,46,46
101.6,15,43,89,54,51,47
145.09,22,46,124,96,91,50
54.44,14,44,16,45,36,29
65.96,30,46,36,37,46,55
107.6,30,71,90,57,75,68
93.49,28,54,39,55,64,79
182.89,18,46,164,85,82,47
113.67,24,43,96,31,85,64
73.19,26,40,57,29,58,60
68,16,41,20,59,32,33
145.21,16,36,51,133,54,34
184.47,18,41,14,174,47,42
129.52,31,48,113,55,72,67
109,32,74,91,67,76,62
123.08,27,105,40,48,63,86
133.32,25,87,115,35,62,61
85.11,23,71,27,59,63,47
108.86,18,42,96,53,55,47
73.67,24,39,40,38,64,36
125.15,20,40,113,40,55,42
59.42,19,39,24,16,31,51
81.39,30,44,59,33,64,67
118.82,32,51,101,31,81,74
50.89,19,40,26,14,42,37
138.53,20,44,126,45,56,40
92.72,20,44,81,36,40,52
93,20,77,66,70,56,44
114.4,22,87,96,49,61,55
90.61,20,43,64,25,77,49
51.02,16,43,19,12,30,38
49.39,18,41,24,15,25,41
124.85,26,42,112,30,58,49
70.19,26,47,23,53,51,58
71.9,33,48,59,33,48,57
109,32,90,49,60,83,81
54.85,23,46,29,27,38,36
97.84,22,77,81,39,63,57
77.29,20,61,30,42,64,50
89.63,23,74,40,55,70,60
92.76,24,77,37,39,71,67
78.85,19,51,41,42,67,47
68.61,20,35,26,14,52,58
59.16,19,21,26,11,33,52
41.57,16,32,34,17,26,33
84.49,27,48,71,19,53,61
82.22,25,51,49,27,66,68
65.46,17,47,54,13,48,51
73.91,32,48,39,29,52,62
82.23,28,51,43,32,66,68
83.08,22,46,27,48,70,60
63.84,20,40,26,26,54,44
62.96,16,45,33,32,53,35
116.59,14,40,107,19,43,31
89.59,18,40,76,33,61,56
86.56,23,35,76,29,43,46
76.1,22,51,24,50,59,63
51.83,16,41,30,28,23,43
71.55,22,61,27,32,45,46
78.67,23,48,19,26,67,54
53.37,18,39,31,15,23,45
74.23,16,43,64,38,28,44
102.42,15,35,91,31,51,46
51.15,31,39,37,23,30,42
77.75,32,54,61,34,45,64
170.12,23,122,145,46,85,71
116.89,23,100,40,43,77,69
125.78,13,108,47,59,84,58
135.74,13,61,118,67,80,52
64.15,18,47,24,48,53,47
53.02,20,25,26,27,44,43
71.8,22,27,27,44,62,38
108.62,18,97,52,25,42,46
71.53,17,61,43,20,44,46
120,14,71,105,34,53,44
101.54,18,87,44,34,58,66
71.76,16,43,20,35,61,49
78.88,23,51,55,39,66,52
103.25,23,71,86,40,74,74
100.94,25,33,17,91,21,48
70.35,30,48,51,29,58,53
80.31,35,39,67,33,58,56
101.28,32,42,85,51,76,54
117.02,32,48,102,63,57,63
71.57,28,37,27,37,41,62
117.92,16,41,106,27,43,55
154.23,20,43,141,31,57,58
160.36,30,47,147,31,60,50
79.04,26,42,36,28,56,67
101.3,25,51,87,54,59,60
101.52,22,84,76,60,60,70
153.77,22,136,70,58,67,77
173.67,20,156,76,54,75,62
76.72,18,61,27,40,64,41
109.44,17,48,77,35,94,31
79.64,15,44,57,18,68,19
89.26,15,54,49,41,37,77
58.53,15,27,29,22,33,51
90.6,14,50,77,28,64,40
64.46,23,45,37,37,54,40
91.06,20,77,64,26,62,32
111.33,17,97,30,28,71,47
145.43,16,126,92,32,59,73
88.3,20,51,74,48,27,67
130.37,17,51,81,87,111,54
117.78,23,61,101,44,61,76
119.38,19,50,90,52,53,101
98.05,18,48,33,30,88,21
89.87,19,45,33,21,80,37
92.21,24,61,47,59,76,72
199.38,19,179,81,56,89,82
97.76,19,51,16,54,83,70
75.68,23,48,52,41,20,64
66.8,23,34,57,26,30,45
45.53,18,39,21,19,28,27
64.55,15,45,54,20,49,20
75.84,22,58,60,31,55,62
138.64,26,90,119,42,74,67
112.67,33,93,84,65,80,72
116.81,27,97,26,48,94,79
119.78,27,51,100,57,90,77
85.81,27,71,44,33,62,66
92.86,36,77,47,35,70,67
119.26,27,101,60,54,58,85
142.36,24,122,102,34,32,70
89.21,20,38,29,18,41,80
71.56,19,36,26,61,35,49
60.4,27,41,49,28,48,49
116.03,31,51,101,29,69,55
120.94,33,97,101,31,68,51
102.13,25,64,86,60,67,67
70.48,26,18,36,34,61,42
58.34,22,22,50,31,29,37
69.38,17,32,56,31,51,57
67.53,25,38,56,31,53,39
58.87,25,39,31,25,50,33
75.12,25,45,55,24,63,44
97.84,25,58,59,63,74,81
109.28,18,74,80,54,66,91
101.35,30,48,86,42,68,61
47.62,20,33,30,31,37,39
69.77,27,36,29,52,58,48
107.32,23,47,95,25,55,48
85.87,24,54,71,44,67,50
103.51,23,87,56,52,78,37
78.25,18,39,24,32,69,40
64.87,19,28,43,31,49,54
69.28,18,39,31,39,59,45
71.9,20,42,33,45,60,53
48.73,20,40,34,15,38,36
36.67,17,30,23,22,25,29
104.65,22,36,90,38,66,61
162.89,22,45,146,51,78,61
102.22,27,84,47,53,70,83
148.94,28,126,112,47,74,61
152.06,27,90,61,52,133,60
133.85,27,112,52,52,109,63
143.24,27,97,37,49,124,54
96.31,17,40,55,47,84,37
84.45,15,36,24,54,73,40
87.16,14,31,33,79,25,35
71.54,20,32,17,21,64,33
76.79,31,44,29,57,63,61
131.39,32,112,91,41,66,65
174.22,27,151,106,44,95,71
111.15,27,93,51,53,82,70
92.98,18,77,44,46,74,58
85.53,17,44,29,57,73,47
114.71,16,44,104,23,47,42
69.59,15,40,60,19,38,42
67.39,24,49,44,31,56,46
59.68,25,49,27,19,45,48
75.51,26,61,40,35,52,62
103.32,31,80,84,64,81,79
124.65,31,105,74,63,83,83
148.39,31,129,62,62,84,80
126.21,23,45,110,54,74,58
135.46,19,40,124,36,48,49
73.85,25,43,27,21,43,64
99.17,36,44,79,49,80,81
113.55,32,31,14,100,48,65
62,25,39,17,19,40,53
89.99,36,38,36,59,75,68
84.02,28,50,47,56,70,60
109.25,18,30,97,31,58,43
124.44,20,40,114,22,46,42
129.2,17,27,116,59,56,42
95.31,19,30,82,49,61,46
159.6,24,37,144,61,68,64
90.89,23,74,70,53,65,72
92.02,15,31,61,40,79,46
154.43,27,35,137,24,70,83
72.23,42,35,62,16,41,43
64.24,24,43,44,20,53,50
67.81,16,35,36,35,58,43
88.95,16,36,21,31,78,53
71.96,16,24,21,31,62,49
78.42,14,20,67,19,59,33
78.05,14,25,72,16,26,22
66.29,19,27,56,17,43,47
70.75,23,27,31,29,62,39
64.64,16,21,16,18,59,25
65.13,14,31,13,16,57,39
71.21,16,33,26,24,63,36
92.96,19,27,34,38,84,37
67.02,16,29,43,21,58,27
69.24,24,33,57,27,55,51
78.96,26,40,40,53,65,63
99.96,20,22,31,38,89,52
106.31,20,30,39,33,96,46
138.42,26,18,43,45,128,41
83.33,17,26,70,44,64,42
51.26,11,27,44,27,32,23
51.34,13,28,43,15,39,30
50.19,14,20,23,15,44,28
48.09,15,28,16,12,33,41
49.82,13,30,29,18,35,42
115.43,14,22,100,44,79,40
114.65,14,27,101,41,65,48
57.2,17,22,40,27,47,47
69.64,16,34,54,57,56,35
65.11,16,24,54,31,47,50
71.06,18,21,59,51,53,48
117.19,17,22,101,64,73,67
92.69,16,31,59,48,80,33
56.24,17,34,47,22,36,41
71.91,23,34,56,30,40,60
91.45,24,21,33,36,82,42
107.77,25,7,95,55,57,45
101.86,20,7,65,54,88,47
109.9,19,6,66,38,96,56
93.72,17,25,43,30,84,40
80.01,20,25,31,23,71,42
61.48,15,20,36,13,54,25
130.83,16,20,118,35,66,31
86.58,19,12,66,44,73,46
86.11,17,27,34,30,78,34
113.38,24,32,103,16,50,32
100.19,24,21,89,19,52,46
78.57,18,19,66,23,63,42
52.71,16,21,36,7,45,30
61.54,20,24,52,16,43,41
93.78,24,13,21,26,85,43
68.74,16,22,14,19,62,32
82.29,18,19,50,24,72,35
94.87,18,19,49,33,84,46
94.32,18,14,80,41,70,50
72.56,18,15,61,30,56,41
101.15,30,17,29,32,91,48
81.54,24,14,33,26,72,45
80.86,22,16,46,33,71,34
78.02,16,15,47,25,68,40
104.06,16,6,24,32,95,44
83.19,18,20,44,28,74,29
91.16,14,23,47,39,81,28
108.71,10,25,100,33,40,23
182.96,11,24,149,146,152,36
118.9,17,22,72,71,103,47
105.27,17,17,92,44,66,33
123.29,11,20,113,34,49,35
77.55,18,19,46,32,67,47
87.33,17,28,75,35,61,35
119.01,11,30,47,61,106,40
76.69,13,18,49,53,65,40
73.39,14,20,49,52,62,30
117.85,16,24,103,71,52,48
167.33,14,26,66,77,151,41
77.43,17,24,44,19,48,67
76.46,18,19,52,30,66,30
137.88,18,30,44,54,126,40
117.87,22,17,41,38,105,63
93.13,14,11,71,42,79,45
133.5,19,9,54,54,121,55
115.85,19,21,79,32,101,35
64.43,11,20,55,16,48,28
63.43,8,19,30,16,57,23
46.81,20,13,39,19,37,27
69.78,15,29,26,11,62,36
62.39,8,32,24,14,55,33
42.56,6,32,36,11,14,24
80.48,13,31,31,14,71,46
93.77,15,19,44,22,84,44
91.96,16,17,49,23,82,33
73.28,14,18,34,19,66,26
77.58,17,18,50,25,67,41
71.89,14,12,17,20,61,61
85.25,18,19,76,32,41,38
133.22,11,26,79,58,117,42
138.33,13,28,122,47,79,57
175.38,10,29,163,25,61,41
131.8,9,31,56,77,116,37
102.98,11,29,59,76,87,47
87.53,15,19,72,45,66,72
78.94,11,26,57,28,67,44
85.5,18,32,24,27,77,38
70.02,15,32,31,25,61,41
104.26,17,31,91,31,64,45
65.11,13,31,54,18,47,51
92.14,17,20,77,26,65,72
124.11,23,20,70,45,106,87
67.93,11,38,23,23,59,40
65.02,20,37,36,25,45,55
115.1,22,25,65,53,101,49
108.88,17,11,69,44,94,64
88.2,17,25,41,24,60,76
168.54,26,22,55,58,153,72
99.25,16,31,46,36,86,63
162.09,26,19,95,54,142,81
173.96,26,21,79,54,155,88
172.73,22,16,87,59,154,78
126.28,15,29,77,44,111,40
104.29,14,16,34,29,96,37
77.66,14,27,50,19,67,42
61.97,9,28,13,8,53,47
94.47,10,28,33,35,83,56
125.47,11,31,59,59,112,47
92.58,13,27,51,38,81,50
140.41,18,26,123,33,93,42
83.66,10,26,17,31,75,41
52.76,11,19,44,16,33,42
89.29,17,25,31,36,79,48
83.11,13,28,71,31,58,42
109.82,13,31,62,81,93,41
120.97,15,30,106,51,71,51
67.43,16,24,57,22,50,37
64.32,14,23,37,16,56,37
82.57,10,19,17,25,73,50
86.83,11,33,19,32,74,67
110.46,25,27,70,51,81,93
112.66,18,34,85,45,95,63
102.75,19,37,31,45,91,53
59.81,11,39,36,29,50,43
96.51,17,31,26,42,87,38
172.85,15,32,79,65,156,48
210.77,8,36,104,115,186,76
152.88,9,37,110,71,131,50
97.97,20,35,80,46,81,63
124.42,33,25,76,58,104,97
104.6,17,40,34,44,94,45
74.25,16,40,62,27,56,47
68.49,10,40,54,53,56,42
88.63,10,39,75,59,56,55
86.29,11,39,71,63,67,60
84.11,15,26,71,32,60,56
115.65,9,34,76,44,100,52
117.82,9,37,81,60,101,42
123.05,11,41,110,41,55,57
94.11,23,32,37,54,79,72
88.82,15,35,47,58,76,46
127.29,17,41,112,55,67,63
74.87,10,42,39,42,64,47
98.48,13,43,47,52,86,53
93.08,14,34,40,29,84,33
75.39,9,44,55,21,63,55
75.68,13,41,44,19,61,63
59.36,8,44,20,24,49,48
62.35,14,44,46,19,51,51
85.06,18,37,57,42,71,63
69.66,17,37,39,13,59,50
85.62,16,36,31,27,75,50
76.82,28,39,54,38,63,62
93.93,17,48,71,45,65,78
96.3,26,46,26,61,77,80
70.82,9,47,37,53,58,56
68.49,11,40,52,19,48,57
82.16,24,40,29,32,58,70
80.15,8,44,66,42,66,49
92.96,14,54,62,38,79,53
96.98,16,80,41,60,76,68
79.95,10,64,33,42,66,55
98.83,8,48,33,42,59,86
60.15,8,47,29,27,38,50
75.94,25,50,61,27,25,63
79.03,13,58,46,34,52,66
137.87,14,119,30,54,92,65
96.69,13,77,80,59,54,49
56.4,18,43,46,28,38,45
83.33,14,47,30,71,55,48
118.48,16,51,102,31,35,83
100.48,19,49,60,48,44,87
98.32,18,64,81,53,74,74
127.49,20,108,43,44,88,87
154.03,17,119,128,70,93,95
119.7,15,84,100,65,85,65
64.95,11,37,50,38,54,35
67.58,19,43,26,31,36,58
56.59,15,45,23,19,47,37
56.59,7,47,19,27,31,47
55.06,8,44,37,22,44,45
72.62,8,58,46,41,36,60
53.54,8,38,29,29,32,45
126.15,8,43,115,36,50,35
145.25,9,41,132,32,62,48
63.41,16,45,50,34,41,52
91.19,13,48,77,40,63,57
62.21,9,35,47,32,52,34
75.94,9,31,66,24,48,31
65.51,13,45,34,25,53,54
88.35,14,64,65,50,73,63
119.18,15,101,75,61,68,78
93.69,15,77,47,65,67,73
96.87,25,51,82,30,65,65
161.2,14,147,56,46,62,52
80.79,9,51,39,67,61,55
86.11,8,71,66,47,52,63
62.84,11,46,24,52,45,47
49.64,17,42,17,19,24,37
87.73,13,46,55,39,75,53
91.85,15,44,82,20,35,40
48.47,9,28,40,16,39,33
65.01,14,40,50,21,54,43
84.88,11,71,41,45,55,62
113.51,10,100,21,52,62,53
121.25,15,49,14,48,109,56
134,14,67,119,30,61,58
102.85,19,87,31,42,65,73
120.28,22,77,97,62,99,71
134.28,14,45,117,54,84,47
68.91,14,43,51,28,52,57
75.26,13,44,29,30,45,65
79.84,14,47,29,41,53,68
74.65,11,43,39,53,62,55
69.99,14,39,46,21,59,49
121.81,15,42,110,21,54,46
108.15,14,84,91,26,57,52
91.29,26,49,77,35,49,66
110.33,9,97,34,33,58,60
94.89,10,80,60,39,67,48
110.52,7,50,20,56,98,53
107.69,17,93,23,33,74,46
98.95,9,80,82,27,72,36
98.44,13,84,49,31,37,70
167.3,15,151,56,44,64,73
112.16,14,97,33,43,66,68
88.6,14,74,34,39,66,62
115.64,15,101,36,41,68,55
99.54,15,87,29,28,63,36
69.48,14,46,23,19,60,32
142.87,13,126,52,30,79,65
60.14,10,48,30,32,32,50
78.08,9,29,56,45,66,38
119.8,10,46,81,55,103,44
59.75,10,29,43,42,26,50
43.47,13,34,36,15,28,27
86.03,14,74,55,19,48,43
167.57,19,151,71,46,63,71
152.47,16,136,47,46,73,70
112.04,20,51,97,41,62,66
173.19,14,156,44,56,80,61
171.19,15,150,67,60,101,67
228.35,15,208,60,60,98,62
178.01,16,161,26,44,87,48
227.72,22,197,104,67,150,73
186.17,13,164,54,53,109,71
182.08,16,164,49,47,84,68
142.3,15,122,71,40,98,55
58.98,13,40,49,45,33,22
52.82,13,44,36,19,39,33
125.5,18,112,33,28,64,50
103.58,11,61,79,70,86,45
72.71,13,61,43,27,55,32
100.09,14,67,86,23,56,32
91.37,15,80,50,27,44,46
123.19,15,112,41,31,50,42
187.68,23,169,47,43,89,66
219.36,19,203,60,31,73,68
183.55,16,166,60,57,79,64
177.36,15,159,37,45,96,41
80.87,11,64,39,44,66,66
108.33,10,93,33,56,71,56
102.12,15,49,34,47,66,88
164.61,14,150,41,30,73,42
192.57,19,174,52,42,94,42
106.55,10,77,90,41,60,54
122.27,13,105,84,36,56,51
77.86,15,44,44,45,58,65
101.43,13,87,43,47,58,64
120.99,22,108,44,51,56,47
64.64,17,49,21,30,54,42
131.96,11,115,60,51,81,34
95.18,16,80,26,35,63,71
59.89,16,50,24,30,38,45
58.06,15,39,19,48,45,40
74.89,14,54,43,32,57,62
83.26,14,54,70,38,48,58
143.91,19,129,37,24,63,69
122.9,20,108,44,31,71,51
198.98,16,179,79,52,88,80
199.17,15,169,126,66,140,70
127.98,13,97,74,61,107,69
100.48,10,84,51,43,75,65
79.98,13,51,23,37,40,69
125.44,16,112,50,24,53,61
180.48,22,159,100,41,80,72
179.35,19,156,64,59,111,81
208.91,15,187,69,59,105,69
123.52,10,108,34,37,76,52
86.43,17,40,14,25,63,74
81.68,11,64,30,31,68,55
53.54,11,44,20,19,44,41
61.06,13,38,26,38,45,51
82.92,16,64,41,32,69,54
135.75,15,119,47,38,81,55
128.95,15,108,26,39,84,102
92.22,15,47,19,42,81,50
103.92,14,90,52,42,62,52
89.16,15,44,77,24,54,51
61.76,9,45,27,24,52,38
46.6,10,32,34,18,22,39
47.32,9,39,26,18,38,33
59.74,14,45,19,31,49,49
98.82,16,84,60,57,64,46
134.56,20,115,27,51,96,68
87.57,22,54,49,36,75,51
88.97,16,64,75,26,55,47
93.55,19,80,37,36,62,52
106.09,15,71,37,90,67,60
63.19,15,43,41,31,53,43
125.66,15,44,113,44,53,54
78.63,13,44,41,53,61,65
68.19,15,49,39,28,57,47
100.55,16,54,87,25,63,37
122.71,15,105,86,23,62,55
145.03,18,126,39,46,91,70
170.28,19,126,143,59,111,73
115.52,14,100,40,39,75,51
125.78,14,108,51,41,85,61
172.57,16,150,60,52,115,56
182.11,15,154,47,56,152,62
181.44,15,156,59,68,123,86
118.04,11,97,77,66,96,68
46.99,9,39,20,20,36,34
48.89,10,33,34,19,41,33
67.56,14,35,57,13,49,42
77.44,16,46,65,22,58,42
126.73,18,67,112,22,60,53
84.79,15,41,36,31,73,55
87.41,18,61,31,38,54,74
133.3,19,84,114,54,64,83
96.71,11,74,66,50,80,60
86.53,9,33,79,19,23,33
73.2,25,31,30,25,64,42
84.85,25,24,17,32,77,34
68.86,14,31,20,32,58,54
68.07,20,36,30,41,57,50
92.54,18,42,46,52,79,60
68.91,15,24,51,34,58,39
64.87,15,43,46,44,38,54
112.66,16,80,95,41,68,64
87.64,16,44,41,28,77,46
92.9,11,45,55,47,78,68
97.5,13,50,69,51,82,60
98.92,13,71,37,50,83,68
54.93,10,20,29,41,46,34
