Wens AQI,CO,Ozone,SO2,PM10,PM25,NO2
51.71,14,30,26,43,35,38
64.97,11,35,57,18,33,30
46.22,8,35,26,16,37,38
82.25,13,32,36,19,73,42
51.63,10,28,43,16,41,30
76.94,19,26,16,25,65,64
108.99,19,41,29,52,97,52
107.72,16,40,91,43,70,76
85.1,17,37,50,59,72,42
61.83,28,33,29,19,53,39
119.55,27,46,105,43,64,58
72.99,15,34,56,53,60,54
140.46,13,36,117,119,38,46
41.4,13,32,31,17,29,34
55.92,9,37,26,28,46,46
74.24,9,21,29,37,65,42
59.78,9,27,23,19,53,30
55.52,8,21,16,47,28,42
48.56,9,28,14,27,35,41
67.96,10,26,17,21,52,58
81.65,18,29,34,22,45,72
79.78,23,31,39,29,68,56
136.98,22,31,122,47,73,42
77.98,11,43,26,25,69,28
114.39,13,25,23,42,104,48
71.19,15,24,51,28,60,47
71.27,14,27,61,27,37,48
83.19,11,38,70,36,49,61
88.82,18,30,74,47,66,64
90.79,17,24,17,31,83,35
49.85,14,25,31,28,42,34
91.21,14,24,77,37,62,65
122.17,17,16,26,39,112,48
78.82,15,26,62,43,66,35
72.19,19,24,50,31,60,56
77.85,19,24,49,53,57,65
115.21,10,33,103,30,59,40
70.53,7,27,62,22,41,26
53.78,18,27,29,18,35,46
56.25,13,19,39,11,48,33
48.38,8,21,40,38,32,29
65.45,14,24,50,19,39,55
75.26,14,17,60,24,63,46
69.54,16,29,37,30,59,49
75.91,16,19,46,16,66,43
88.96,9,20,77,36,59,38
71.02,26,28,19,50,45,60
86.99,26,28,59,41,74,50
151.09,6,31,61,130,112,28
80.03,10,24,72,15,29,38
74.34,14,19,57,31,63,33
84.62,13,19,29,18,78,28
61.33,7,26,40,22,52,42
45.78,7,20,33,13,38,36
72.15,10,20,50,25,61,51
75.54,11,20,40,29,66,43
61.53,9,22,29,20,41,53
69.42,10,24,56,22,58,40
74.65,8,26,51,25,64,38
123.84,9,18,111,32,49,62
104.28,13,18,47,37,92,58
122.37,15,15,72,36,107,68
129.84,17,16,114,32,77,63
111.29,11,17,80,22,96,48
76.31,8,20,60,29,64,45
86.02,13,21,65,31,73,42
87.87,15,21,54,35,74,66
105.7,11,26,55,21,94,48
95.29,9,14,50,16,85,42
77.4,14,15,40,18,68,44
99.46,8,19,89,20,51,39
67.7,9,19,52,19,57,41
85.95,7,25,74,19,63,31
111.8,10,19,97,21,75,53
112.56,11,19,96,31,87,48
153.44,16,19,105,61,133,55
127.88,16,19,71,52,113,53
105.26,16,17,33,35,95,49
117.24,16,19,20,28,108,46
48.55,15,22,21,19,42,30
63.41,10,19,31,19,55,40
89.58,16,12,39,27,81,35
78.8,16,11,26,31,70,42
63.24,8,17,34,31,50,53
86.62,11,14,24,36,76,53
66.88,10,7,52,27,57,23
75.13,11,12,27,19,69,27
74.51,16,10,24,17,69,23
74.56,15,9,29,21,66,42
98.96,10,16,87,22,63,33
103.03,9,29,76,28,88,48
57.08,8,28,29,27,43,48
78.55,9,19,67,29,57,39
77.68,11,19,24,22,70,37
81.4,11,20,36,32,63,69
68.05,16,11,21,45,57,53
79.68,13,12,60,30,68,34
116.14,10,24,103,38,60,56
71.22,9,27,36,22,63,35
49.79,15,28,23,19,36,42
57.57,16,18,26,14,49,43
70.64,17,15,37,30,62,38
103.51,16,19,64,31,91,35
76.99,11,19,43,30,67,45
69.89,15,28,49,19,59,49
77.29,18,19,56,24,66,37
91.55,13,22,79,19,58,58
97.07,15,19,86,22,49,51
132.85,15,19,102,31,114,48
116.29,16,29,105,25,54,39
136.66,10,29,122,44,68,58
110.24,18,22,76,31,94,72
91.72,10,19,62,27,79,48
78.28,11,30,39,31,69,40
65.25,11,28,55,14,51,33
66.94,11,28,50,21,56,47
83.07,10,31,46,20,72,51
73.61,9,21,44,25,64,40
91.65,17,11,20,35,82,47
75.52,16,23,33,30,65,51
105.16,8,24,90,40,78,42
108.14,11,26,94,41,72,33
100.84,15,31,87,52,63,51
84.92,14,31,23,32,54,74
81.51,11,31,29,38,69,62
103.12,15,32,90,34,35,66
87.53,11,22,54,29,76,46
78.33,10,27,27,29,67,58
69.67,7,30,31,30,61,39
82.28,14,27,69,35,62,52
76.09,16,27,60,27,63,57
65.62,10,33,40,18,55,50
80.96,11,33,62,22,68,49
95.45,9,32,80,41,75,53
81.52,7,32,59,44,69,38
85.92,7,30,75,15,50,49
72.1,9,24,62,29,35,48
92.03,15,31,76,43,74,66
102.97,16,33,69,50,86,78
86.45,14,34,62,39,51,73
72.77,15,31,37,25,51,62
79.89,9,37,66,63,57,38
69.58,9,36,60,28,34,43
97.53,10,37,85,22,54,57
65.4,9,36,37,27,55,48
52.23,9,34,29,28,43,42
104.42,11,36,87,52,71,80
76.67,9,32,27,40,56,65
56.89,9,36,47,14,38,46
69.94,13,34,17,21,60,49
96.82,13,36,16,31,86,53
79.4,15,33,14,28,67,65
100.73,9,19,43,53,89,49
79.29,8,26,27,37,70,42
86.75,10,30,55,30,74,58
60.36,10,41,27,31,51,39
97.32,17,34,40,31,88,37
66.3,11,31,57,31,33,42
82.39,6,37,71,32,54,37
84.76,11,34,55,41,72,56
75.74,13,40,65,32,31,49
59.79,14,38,37,49,42,47
66.91,10,41,27,47,54,55
61.78,10,40,30,19,34,53
70.41,9,43,37,22,29,61
132.57,10,35,26,119,44,67
81.38,15,42,54,42,59,68
72.85,13,38,52,21,30,62
66.45,9,32,16,17,54,56
59.58,8,34,21,19,40,51
77.11,9,42,36,13,33,68
98.99,11,33,34,26,87,60
92.61,18,38,34,35,80,61
120.29,13,37,26,52,107,62
107.97,10,51,39,42,92,78
61.62,9,40,47,51,40,34
61.87,11,35,54,13,33,30
69.44,8,37,29,29,59,49
106.3,8,40,91,41,73,53
133.54,8,48,116,59,83,55
84.96,13,49,71,35,57,62
75.78,17,38,30,45,60,63
77.14,16,45,21,63,64,43
63.62,19,41,17,44,47,53
109.27,15,45,95,26,56,66
91.46,16,58,76,47,60,68
91.84,9,74,61,54,75,67
97.19,7,71,81,42,71,54
132.19,11,67,117,57,54,55
97.12,9,47,80,47,77,72
62.19,16,50,51,47,32,27
53.39,14,44,13,19,44,40
89.77,17,47,37,43,78,51
68.55,10,58,30,22,28,53
81.46,15,61,41,37,52,68
101.6,16,71,85,51,61,71
88.98,11,49,74,56,52,67
78.53,13,51,29,36,57,66
64.56,7,50,43,39,53,47
81.64,10,64,67,38,59,60
90.19,16,44,37,79,22,51
116.95,15,54,101,31,54,76
96.24,36,58,81,42,47,68
72.12,22,61,26,34,44,50
72.49,11,47,39,35,62,34
71.49,10,48,11,31,62,21
88.09,9,36,14,46,78,42
94.64,17,50,37,49,82,55
104.18,17,49,90,55,49,62
68.5,9,42,26,53,42,57
88.52,9,31,16,28,60,77
58.13,15,45,43,21,33,48
73.54,18,61,29,24,52,58
94.68,11,80,31,45,68,57
100.19,10,51,41,54,84,77
97.05,17,45,44,60,74,81
67.85,9,34,57,19,52,38
47.11,9,21,40,8,20,36
38.48,10,20,13,11,26,33
53.31,14,38,29,17,45,31
63.51,15,41,17,26,43,54
88.78,27,36,52,37,45,77
83.17,24,40,67,39,68,66
67.71,11,42,34,26,42,58
54.63,15,35,37,19,37,46
112.55,17,51,100,32,47,55
53.71,11,45,40,26,24,32
122.02,14,49,111,25,34,47
92.51,17,77,56,51,63,67
89.81,17,74,37,50,62,72
69.39,10,43,49,34,48,58
105.07,15,87,26,45,83,81
105.3,23,87,61,55,83,66
110.77,9,97,44,27,68,37
79.95,10,54,47,25,68,45
100.34,13,67,41,52,66,85
78.71,13,46,44,30,52,67
77.39,19,48,46,39,66,46
113.55,19,61,51,40,43,100
84.79,23,58,72,28,40,50
70.19,16,45,33,31,60,40
131.84,17,87,113,42,54,74
122.8,16,105,71,64,63,77
72.96,9,58,43,33,60,53
88.56,10,74,41,32,62,66
94.03,13,35,14,84,26,49
62.39,8,47,39,24,40,52
63.07,15,45,54,17,27,24
62.9,16,41,33,19,28,54
60.4,15,44,50,21,45,44
101.3,19,71,86,49,50,49
143.55,14,129,20,48,63,66
184.91,11,164,20,55,108,62
166.09,9,150,26,44,84,34
95.1,10,45,36,24,85,41
108.02,10,64,94,34,56,42
64,14,44,52,39,48,52
141.66,13,45,127,44,64,63
94.93,10,46,81,43,58,61
82.46,13,42,55,19,30,71
108.21,14,51,97,23,33,46
80.42,15,64,40,31,67,45
77.7,14,44,65,19,46,60
77.73,10,64,46,28,57,62
115.2,11,74,89,41,96,61
74.69,15,54,24,33,62,58
143.08,17,126,47,60,79,56
167.75,15,151,52,53,76,62
93.07,16,77,71,32,70,56
111.94,18,48,20,52,72,97
120.75,16,49,104,38,86,24
56.81,18,37,40,37,41,47
88.32,18,42,49,30,55,76
92.39,19,77,56,44,69,57
122.22,13,105,79,35,72,47
151.35,11,136,39,33,79,39
71.26,17,41,30,22,62,38
74.55,15,42,9,28,50,64
116.05,25,58,102,37,58,60
108.78,19,93,36,41,76,53
97.16,17,48,21,41,69,83
139.69,17,126,56,35,59,57
100.91,14,84,69,29,78,52
105.86,9,90,31,55,72,65
77.92,14,67,30,19,43,51
116.21,13,80,30,49,90,97
116.18,13,44,26,46,69,102
58.31,14,42,20,31,37,49
71.36,11,39,36,29,62,40
71.92,15,61,27,19,50,47
113.32,14,71,96,46,58,77
120.7,10,101,86,53,77,82
113.22,11,61,59,54,72,97
100.3,13,58,43,43,77,84
181.86,13,164,60,44,70,81
173.83,16,159,49,52,65,58
94.93,13,80,62,33,68,42
160.86,11,143,27,53,84,71
143.26,10,126,31,52,61,83
100.67,10,87,44,58,57,57
65.42,13,36,13,29,55,51
106.93,22,93,52,31,63,52
105.55,25,93,17,34,60,44
100.6,15,51,62,38,87,42
76.46,26,44,31,54,64,52
65.04,13,47,55,18,25,40
108.84,10,93,37,40,81,41
96.86,14,64,30,56,83,36
51.59,15,43,27,20,39,33
75.19,11,64,36,23,52,42
100.24,15,87,55,20,60,47
85.91,14,47,61,39,72,58
88.05,16,61,74,34,60,53
100.22,14,87,50,44,56,56
129.1,14,112,26,52,81,65
132.37,14,90,91,65,111,89
88.02,18,74,29,48,64,54
46.57,19,39,33,12,26,32
78.83,16,46,65,35,64,49
92.63,13,77,69,37,67,53
95.56,15,67,61,52,62,80
97.42,13,47,50,50,81,79
134.27,11,61,57,62,117,78
88.54,13,41,57,44,76,42
106.77,19,43,29,30,97,39
53.09,18,40,19,19,44,41
75.28,26,44,43,19,41,65
117.1,24,34,72,19,59,102
67.06,19,45,44,19,27,57
61.09,8,39,40,21,52,32
72.79,9,46,54,23,61,42
77.66,10,54,65,31,56,42
65.97,10,44,40,26,55,49
84.58,13,64,41,34,65,70
98.73,14,71,39,43,76,82
114.68,17,48,60,63,68,99
98.2,15,54,69,56,76,81
68.86,15,32,36,39,56,57
49.5,10,25,14,21,44,16
79.68,15,26,11,35,71,40
109.46,14,30,26,55,83,93
80.47,10,34,67,22,47,66
74.82,13,39,21,36,65,44
83.43,19,49,43,53,71,49
89.64,14,61,33,39,77,37
116.44,11,49,102,37,70,32
122.7,9,30,110,23,30,67
90.03,7,17,84,16,25,27
70.68,18,30,29,26,46,61
106.83,22,40,56,43,61,93
86.09,11,38,55,36,65,72
69.59,11,25,37,34,60,43
88.29,10,28,79,14,38,43
98.21,13,36,84,28,40,72
90.48,15,38,36,41,52,79
122.71,14,24,110,37,41,62
72.83,8,31,14,52,55,61
83.18,15,26,70,51,60,48
75.49,15,30,66,27,41,41
72.38,18,36,62,24,45,45
94.29,14,47,30,40,56,82
76.92,15,49,27,39,64,60
84.14,19,30,74,35,35,46
70.25,13,29,61,17,45,29
65.7,16,29,20,17,49,56
66.93,20,37,43,19,57,43
82.49,20,45,55,32,69,60
73.57,20,40,46,36,57,61
51,18,30,36,21,40,42
62.54,13,19,47,14,53,34
78.56,8,26,70,21,23,42
77.11,9,28,67,48,28,34
111.65,10,27,103,36,37,33
52.44,14,31,43,24,38,42
65.03,11,24,14,12,56,48
87.72,14,21,60,12,38,76
65.23,16,17,24,43,54,54
68.98,13,19,21,28,59,51
69.87,15,25,21,45,57,58
62.38,13,30,47,35,52,38
114.51,8,26,103,23,59,32
91.4,10,24,80,21,53,49
83.04,20,20,69,37,67,53
108.14,31,19,24,64,71,93
78.48,16,16,20,26,70,42
72.67,15,17,61,19,58,42
120.35,10,31,104,68,77,34
72.16,15,29,61,19,52,45
76.97,15,42,62,54,49,63
66.73,11,24,50,42,55,52
88.02,11,29,72,39,55,73
94.35,13,27,82,52,54,49
104.66,19,26,92,40,55,56
78.9,19,24,34,36,69,45
72.76,11,20,50,20,62,47
100.99,16,14,44,46,87,69
141.69,16,15,80,51,120,108
99.76,17,28,62,54,83,79
119.8,14,29,64,44,52,106
48.02,16,20,36,15,40,35
82.01,14,28,51,20,21,72
61.8,11,25,33,12,53,42
93.29,13,14,19,38,81,64
87.13,15,17,17,25,75,67
111.42,16,23,96,20,82,42
74.46,19,23,23,26,47,65
78.51,15,20,36,33,68,50
86.67,15,15,26,32,79,34
71.01,8,26,23,30,62,43
76.98,19,23,41,29,65,58
83.97,20,19,34,45,71,63
84.33,14,18,49,39,71,64
109.86,19,19,96,27,70,45
101.77,18,19,55,28,66,88
107.89,16,25,40,39,98,43
91.26,15,29,40,24,81,47
101.41,14,20,21,54,88,65
81.47,9,33,66,31,67,64
72.46,10,24,16,22,56,62
72.68,16,25,21,14,37,65
53.47,17,23,44,12,42,43
70.73,13,20,57,25,59,43
70.56,11,23,61,17,48,29
79.36,11,26,66,29,57,62
102.62,14,21,90,43,56,56
68.69,13,31,46,42,57,52
92.16,13,29,55,76,75,62
68,13,26,56,35,51,54
90.19,10,24,79,40,53,33
75.41,10,24,64,19,57,38
85.01,10,19,29,30,73,63
76.73,10,19,34,15,66,55
89.3,13,14,57,37,77,52
77.74,13,26,59,32,52,65
104.58,16,24,89,32,75,61
74.66,16,16,44,19,65,44
76.73,16,21,55,25,65,48
76.25,14,19,19,43,38,67
115.47,16,24,89,44,97,72
99.56,17,6,74,53,84,60
73.06,18,9,13,19,66,36
62.7,16,20,51,8,52,45
114.96,11,19,105,11,50,35
74.93,11,14,56,27,64,32
94.04,14,19,62,26,82,34
64.74,11,24,54,20,45,50
71.48,13,13,60,22,42,57
80.64,17,19,37,32,71,44
108.53,30,20,29,42,92,87
108.49,34,14,26,34,99,43
73.03,11,22,20,16,66,34
66.85,7,26,44,28,57,42
75.55,14,19,34,19,53,65
72.39,9,23,40,22,56,61
55.38,8,20,26,15,42,47
72.1,13,15,21,23,62,54
86.81,16,21,44,29,77,41
72,16,25,33,13,64,36
121.66,10,25,110,18,25,63
107.42,7,29,57,90,86,51
99.23,11,20,87,31,42,60
56.17,7,19,39,31,41,47
68.1,10,25,20,26,58,52
33.4,5,28,11,9,24,25
38.85,5,27,13,7,33,27
73.74,7,25,31,26,63,54
87.29,8,28,40,42,74,65
93.89,10,22,49,25,82,56
87.04,8,27,67,31,73,55
113.46,6,27,101,28,57,55
71.84,11,24,56,20,60,49
86.14,11,18,16,27,78,40
91.08,11,27,71,19,76,68
91.93,10,24,33,30,78,74
93.5,8,25,21,39,82,57
80.15,9,29,46,44,62,67
84.93,9,31,47,31,73,55
105.4,8,30,91,16,76,40
101.62,6,31,90,52,48,37
91.74,9,29,43,31,62,79
84.21,8,23,51,44,73,41
114.98,10,24,100,35,74,52
87.01,8,24,52,25,73,69
79.87,9,27,44,37,67,62
99.92,9,30,49,89,44,34
108.54,7,30,99,26,43,38
115.25,7,29,50,51,67,101
88.23,15,20,36,29,76,62
100.31,9,25,85,31,69,71
145.37,8,28,130,39,70,69
138.61,9,30,122,41,65,79
114.05,9,31,101,22,64,46
80.9,11,28,54,34,69,49
105.03,11,34,36,27,92,66
77.34,5,31,64,62,51,41
80.05,9,31,67,22,55,61
134.79,10,31,119,36,68,73
117.14,9,31,102,39,71,60
98.74,8,40,64,33,85,52
66.9,9,40,47,28,55,54
78.8,10,39,33,32,63,66
132.73,17,28,99,30,111,103
126.51,16,31,39,40,112,73
81.91,8,34,66,50,65,67
94.64,7,37,24,84,48,43
61.17,7,34,51,26,48,34
61.16,9,34,13,13,53,39
86.1,9,38,46,15,71,72
91.92,11,33,69,20,68,77
98.26,11,33,26,24,88,50
95.75,13,36,16,30,83,66
77.95,7,37,65,53,47,57
75.46,6,36,64,29,54,40
71.52,7,40,60,15,51,52
105.94,8,40,86,62,53,88
72.07,11,32,17,26,50,62
105.36,10,35,33,53,93,55
121.54,17,34,44,42,107,71
105.49,16,28,64,46,90,71
112.26,10,43,85,40,95,55
76.24,17,38,31,20,61,64
95.03,11,38,33,50,60,82
91.27,10,45,46,48,73,76
71.38,11,35,47,36,60,50
88.47,8,33,40,11,26,80
73.26,8,39,13,26,43,64
68.48,14,40,19,28,56,57
74.57,16,41,62,17,51,58
95.55,9,39,82,29,64,50
65.38,8,33,26,19,45,56
95.65,10,44,14,26,77,81
105.06,11,36,37,24,95,46
84.02,18,25,16,30,74,50
86.12,16,19,61,29,74,37
75.08,16,41,31,31,66,30
102.18,9,37,86,40,57,78
81.14,10,35,69,37,56,44
70.14,8,31,36,17,62,34
64.55,11,38,41,29,47,54
89.72,17,35,75,57,55,66
87.66,14,41,46,35,77,42
85.68,9,42,77,10,31,27
100.8,11,36,87,26,39,70
103.88,11,37,50,34,59,91
90.59,5,37,65,76,63,45
85.62,5,42,65,70,68,64
85.84,5,37,50,73,57,50
78.83,5,32,65,63,63,27
61.82,11,40,34,29,52,43
83.04,14,34,36,41,63,70
87.23,14,47,33,39,74,62
79.18,8,35,17,18,69,51
101.69,7,36,89,25,57,57
118.75,11,49,103,23,53,77
84.89,17,47,29,27,55,73
77.1,24,64,47,26,58,54
117.88,13,58,30,45,51,105
102.95,22,54,55,59,64,88
117.37,10,44,30,41,51,106
92.18,22,44,31,56,37,80
122.01,16,64,49,63,56,107
176.47,17,100,62,43,156,64
137.68,10,119,85,48,79,46
106.58,7,49,44,71,60,91
89.39,8,47,31,54,53,77
61.82,6,41,17,11,53,41
101.12,11,38,17,21,69,88
106.65,10,40,26,19,51,96
100.07,17,49,86,41,63,53
81.29,15,67,65,22,55,57
75.26,35,58,37,55,62,36
81.57,33,67,27,57,64,58
98.27,32,43,31,31,57,86
77.6,22,51,49,30,55,65
91.15,8,77,60,39,61,57
70.78,8,47,47,27,60,38
62.88,10,54,21,33,34,40
100.11,9,87,26,57,55,57
97.63,13,77,61,59,80,71
130.16,14,112,40,51,85,69
127.3,14,108,49,59,85,85
93.29,11,48,29,45,62,80
82.98,14,39,74,35,35,27
72.29,16,58,19,25,51,60
118.2,14,101,51,70,57,76
81.1,11,58,36,36,57,68
56.71,11,42,20,25,44,47
113.45,11,44,13,19,42,104
79.15,15,47,65,43,58,62
107.06,10,93,62,33,58,55
110.42,17,34,101,12,44,33
108.34,14,93,34,36,66,70
182.76,11,161,29,56,69,110
144.35,11,122,40,67,99,101
149.07,10,97,47,84,128,64
70.07,8,44,51,18,59,39
65.35,10,46,33,17,54,53
98.74,9,71,84,16,56,44
103.53,11,87,67,28,77,48
184.37,13,161,54,58,105,105
173.7,11,143,44,58,145,102
99.77,10,54,26,45,87,57
95.54,11,67,21,43,81,62
72.71,14,58,43,23,60,51
76.27,9,49,65,13,51,41
76.52,5,44,47,22,39,66
117.73,5,31,20,19,105,69
76.02,10,64,20,31,47,57
109.06,5,93,56,59,74,42
116.39,5,46,66,36,56,102
144.84,16,126,92,38,60,56
130.24,18,115,34,34,70,64
172.94,14,156,59,51,77,61
153.61,8,133,30,49,70,103
127.17,7,108,39,56,71,91
157.97,10,140,30,51,83,76
194.11,10,172,70,53,82,103
198.28,17,174,100,66,107,87
189.22,14,164,99,59,117,70
111.6,13,93,34,57,85,78
74.62,6,48,62,40,55,51
124.63,7,108,49,39,74,74
93.8,8,80,62,31,56,50
98.22,7,44,36,24,45,88
73.04,10,61,17,20,61,41
103.7,13,61,31,35,91,42
123.48,15,90,52,52,105,55
105.86,15,67,33,55,88,84
108.93,10,42,62,42,67,94
52.84,14,33,17,28,41,44
70.83,19,38,21,26,52,60
90.68,34,77,56,21,61,42
60.08,17,44,50,24,45,24
84.28,10,71,61,27,53,42
132.25,11,115,46,51,67,79
147.55,13,87,43,48,130,51
175.64,14,71,121,49,151,79
96.99,14,84,44,26,60,49
117.5,17,101,76,39,61,55
114.29,9,100,51,33,67,47
110.92,9,93,49,55,69,82
78.07,11,48,43,35,60,65
102.7,7,44,90,40,54,55
127.07,7,44,116,36,48,44
82.35,11,44,71,20,42,52
62.24,13,49,44,36,51,42
61.04,8,48,51,12,36,36
85.95,10,47,60,53,57,72
94.6,11,50,43,29,57,82
94.82,9,54,43,31,57,82
68.78,9,46,44,23,58,47
55.55,10,31,44,19,37,46
58.34,10,49,44,20,34,27
79.18,13,67,36,19,55,54
127.7,16,112,44,48,72,58
110.41,14,93,72,54,75,67
143.16,10,122,97,52,76,79
110.35,10,67,44,41,95,68
116.76,16,100,52,35,84,35
85.32,23,67,43,24,72,18
98.14,16,48,86,24,56,35
80.22,20,67,46,27,62,44
206.7,16,190,49,53,75,65
227.97,19,203,114,60,102,69
167.84,16,147,75,56,97,63
145.23,9,126,100,36,54,36
102.27,16,87,69,32,62,51
113.82,9,100,36,38,67,44
91.8,13,64,41,35,78,51
86.42,9,61,44,30,54,73
93.45,9,61,43,30,55,80
83.79,10,67,69,31,60,51
100.48,11,87,31,35,65,46
88.93,20,74,60,46,65,53
128.83,14,115,67,21,52,31
61.3,7,49,50,21,43,50
88.12,10,61,59,32,61,74
85.99,9,48,20,35,74,56
92.29,11,40,29,46,70,78
96.53,14,51,19,33,52,85
55.82,11,32,29,19,41,47
69.66,10,34,16,22,62,34
78.12,11,26,17,26,59,67
78.43,13,36,52,29,66,56
88.58,9,67,37,45,70,73
80.21,10,43,14,24,38,71
81.64,11,40,71,22,49,37
63.3,13,42,29,22,53,47
68.95,17,58,34,20,51,41
67.31,11,46,23,32,57,44
124.93,11,108,37,56,82,49
84.9,11,54,50,52,70,67
50.71,7,37,23,24,39,42
57.49,8,46,41,27,47,43
103.24,19,90,29,31,61,54
107.25,14,93,36,32,64,63
141.11,14,119,107,45,76,61
172.47,15,150,76,70,98,94
158.55,16,136,40,67,99,102
104.21,10,49,24,52,90,67
75.15,9,41,36,32,64,51
52.44,20,39,31,14,44,25
73.51,11,44,36,23,64,27
57.14,9,31,23,22,30,50
101.24,8,34,89,52,54,39
69.79,10,30,57,27,40,58
111.97,14,54,30,57,49,99
84.33,8,31,49,71,61,50
75.84,13,31,52,37,51,64
64.02,15,45,54,16,35,42
113.32,7,54,36,49,59,100
135.86,9,115,55,56,80,97
153.76,8,133,33,51,74,102
109.76,7,71,33,29,56,95
169.45,10,147,29,66,111,76
59.91,14,38,49,44,47,38
73.23,18,61,43,27,55,48
101.69,9,54,31,54,68,87
93.9,8,40,26,42,56,82
72.33,8,31,62,14,31,52
102.92,15,37,34,53,87,78
99.95,15,41,87,29,45,61
89.54,11,77,31,28,51,58
112.27,8,97,56,31,71,56
83.84,10,33,72,29,59,33
73.49,13,44,46,50,62,34
79.3,16,34,67,38,55,49
112.2,17,74,95,54,71,65
84.2,17,37,27,50,72,55
81.79,13,67,21,47,68,42
91.52,14,77,23,36,70,54
90.93,13,44,76,55,69,41
140.55,9,32,120,54,110,31
92.22,9,18,59,76,77,21
86.4,9,29,31,29,30,79
78.31,15,29,47,34,57,66
72.71,19,22,52,48,61,44
64.34,14,27,23,30,56,38
105.64,14,48,19,46,72,91
79.08,13,25,40,44,63,66
100.04,15,35,14,50,56,88
74.56,8,41,23,31,49,64
64.55,8,22,55,19,38,45
84.05,9,40,75,23,30,38
72.92,6,64,34,31,40,27
69.71,10,31,51,32,52,58
86.93,10,28,39,26,52,76
64.83,16,29,52,53,42,49
77.74,11,31,69,15,24,42
106.96,20,23,33,25,61,95
125.16,15,30,33,28,68,112
152.81,16,33,141,22,55,46
94.34,10,33,24,51,49,83
91.32,10,35,41,53,67,77
90.34,7,30,75,51,66,69
99.84,17,28,71,53,68,84
103.09,17,24,54,52,78,87
85.37,15,31,51,40,55,73
61.8,15,29,36,38,52,43
137.85,11,28,121,81,63,44
77.87,8,25,47,61,64,62
112.86,10,25,33,28,47,103
89.61,10,19,24,50,61,77
86.23,9,21,16,54,74,58
77.81,9,24,27,30,68,48
91.38,8,19,11,21,85,31
109.5,10,26,39,42,80,94
114.62,16,22,36,46,60,102
116.85,7,23,104,56,56,56
93.34,9,27,59,72,78,48
63.61,14,19,27,36,54,45
79.6,11,26,39,21,71,34
91.19,9,27,26,14,84,33
101.29,10,16,16,28,93,41
120.3,14,19,24,52,110,30
54.03,16,23,27,9,48,21
103.44,11,29,43,34,94,30
67.79,10,21,49,26,57,48
68.24,10,19,26,18,61,34
72.29,9,22,20,15,65,36
98.87,14,13,46,38,87,56
100.41,11,26,69,39,53,86
95.29,9,19,67,26,45,82
102.73,11,21,64,30,60,89
80.26,11,28,61,42,52,67
55.73,9,25,13,19,45,47
77.28,9,21,33,21,69,38
65.13,8,21,40,29,47,55
85.14,13,34,29,36,53,74
82.23,11,31,46,20,52,71
88.35,16,23,40,39,74,73
78.91,9,17,50,24,68,50
97.63,11,26,47,35,87,45
68.83,10,34,29,15,60,41
108.1,16,23,29,31,92,89
85.67,19,22,11,19,75,58
88.21,13,27,30,22,64,76
80.49,11,28,44,16,68,62
87.02,11,28,59,25,66,73
79.31,11,29,67,16,62,40
81.37,13,32,69,25,63,33
138.29,10,23,49,29,126,58
90.49,11,21,67,28,76,67
157.18,13,19,76,51,140,79
150.72,13,19,33,54,139,49
132.74,15,6,24,36,122,54
83.44,13,23,31,25,76,32
78.88,9,20,27,44,70,22
60.02,11,19,39,19,48,50
72.97,11,22,62,16,54,40
90.28,15,25,75,29,72,65
74.35,14,22,33,21,58,63
107.73,13,20,60,15,96,38
73.82,10,23,33,18,66,35
80.91,10,19,49,19,71,34
102.63,16,13,14,31,93,49
104.69,5,24,57,33,93,39
67.36,10,27,44,21,54,56
90.92,10,21,76,30,70,66
84.06,7,19,70,28,68,57
95.84,6,20,21,19,89,33
82.88,6,21,72,15,59,25
69.18,5,30,27,22,59,51
60.17,7,28,51,17,38,42
117.43,10,19,104,30,63,58
81.26,10,17,31,21,73,39
80.94,8,19,56,19,69,54
85.47,9,17,29,22,77,41
108.09,7,20,90,26,92,32
94.1,7,23,31,26,70,81
89.67,11,19,76,34,55,65
76.21,8,14,36,30,63,64
69.05,7,19,44,15,54,58
86.55,8,20,36,31,51,76
61.36,7,29,44,31,52,28
98.79,8,28,90,20,39,38
75.99,8,22,39,31,46,66
92.86,10,27,65,16,71,78
109.62,10,22,95,24,59,71
119.14,11,28,104,41,66,69
105.01,11,18,47,52,92,60
84.3,9,28,33,20,75,44
108.26,14,31,62,45,93,70
110.13,14,29,94,18,81,58
73.53,8,25,46,31,64,25
58.75,9,26,49,27,40,44
83.9,14,31,31,27,74,47
75.5,9,26,29,17,54,65
82.74,13,25,44,18,73,43
95.32,11,21,37,22,87,36
92.66,19,18,40,44,74,78
72.59,16,29,46,14,55,61
62.65,9,28,34,15,32,55
83.97,11,24,26,19,58,73
87.56,10,28,55,20,65,74
96.93,8,31,59,19,85,40
61.82,5,34,39,51,50,32
77.37,14,27,44,32,59,65
88.74,11,29,24,25,76,68
114.55,11,29,51,38,77,99
87.46,11,27,51,33,74,64
117.51,9,32,101,34,68,78
83.06,11,31,49,34,68,69
75.2,11,33,36,14,67,35
91.51,6,29,80,31,53,46
79.82,7,29,21,29,42,71
112.19,8,34,19,39,54,101
90.4,13,31,34,25,63,78
91.72,13,26,67,26,68,77
111.75,10,43,64,42,97,65
120.11,15,41,50,37,106,66
115.84,16,27,16,23,77,102
102.27,15,37,26,25,55,91
