"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"02/07/2001","131","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","32","21","61","36","131","74"
"02/08/2001","111","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","38","28","51","53","111","53"
"02/09/2001","113","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","24","28","77","40","113","41"
"02/10/2001","96","PM2.5","PERSHING SCHOOL","17-197-1002","AQS","18","31","59","19","96","42"
"02/11/2001","58","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","27","29","26","20","58","44"
"02/12/2001","91","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","30","26","70","33","91","38"
"02/13/2001","123","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","34","26","20","33","123","53"
"02/14/2001","105","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","33","35","105","20","85","38"
"02/15/2001","99","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","19","33","99","22","74","36"
"02/16/2001","156","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","19","38","75","82","156","71"
"02/17/2001","117","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","20","33","77","75","117","33"
"02/18/2001","54","PM2.5","VILLAGE HALL","17-031-1016","AQS","26","31","37","33","54","33"
"02/19/2001","82","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","28","32","34","55","82","42"
"02/20/2001","137","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","26","37","84","67","137","49"
"02/21/2001","76","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","27","33","62","63","76","41"
"02/22/2001","78","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","30","38","43","20","78","43"
"02/23/2001","101","SO2","NIPSCO Wheatfield","18-073-0002","AQS","19","37","101","29","77","47"
"02/24/2001","100","PM2.5","VILLAGE HALL","17-031-1016","AQS","19","28","24","48","100","39"
"02/25/2001","67","SO2","","18-127-0017","AQS","16","39","67","16","42","22"
"02/26/2001","72","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","17","33","62","24","72","54"
"02/27/2001","72","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","13","34","72","53","55","42"
"02/28/2001","69","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","19","31","69","53","66","46"
"03/01/2001","76","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","20","31","76","29","40","52"
"03/02/2001","134","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","19","28","56","46","134","54"
"03/03/2001","151","PM2.5","","18-089-1016","AQS","35","44","81","48","151","91"
"03/04/2001","90","SO2","Portage- Hwy 12","18-127-0023","AQS","36","32","90","55","78","61"
"03/05/2001","154","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","18","31","62","126","154","43"
"03/06/2001","132","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","18","33","66","88","132","57"
"03/07/2001","105","SO2","","18-127-0017","AQS","19","36","105","50","86","47"
"03/08/2001","83","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","19","35","50","38","83","42"
"03/09/2001","108","SO2","FIRESTATION","17-031-1018","AQS","28","36","108","58","106","77"
"03/10/2001","78","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","41","33","37","56","77","78"
"03/11/2001","57","SO2","NIPSCO Wheatfield","18-073-0002","AQS","19","37","57","32","54","33"
"03/12/2001","80","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","26","36","66","33","80","45"
"03/13/2001","87","PM2.5","CAMP LOGAN TRAILER","17-097-1007","AQS","23","39","74","19","87","39"
"03/14/2001","66","PM2.5","VILLAGE HALL","17-031-1016","AQS","27","30","54","28","66","54"
"03/15/2001","74","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","26","34","59","16","74","47"
"03/16/2001","86","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","14","39","86","10","59","38"
"03/17/2001","59","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","16","40","59","9","40","53"
"03/18/2001","79","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","26","44","79","23","59","55"
"03/19/2001","67","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","36","34","41","29","67","64"
"03/20/2001","167","SO2","Portage- Hwy 12","18-127-0023","AQS","24","38","167","45","73","58"
"03/21/2001","85","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","22","44","67","51","85","62"
"03/22/2001","130","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","22","43","114","58","130","63"
"03/23/2001","167","SO2","","18-127-0017","AQS","22","38","167","49","106","46"
"03/24/2001","78","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","18","37","51","75","78","40"
"03/25/2001","110","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","17","30","54","74","110","29"
"03/26/2001","108","SO2","NIPSCO Dunes Acres","18-127-0011","AQS","20","30","108","46","76","37"
"03/27/2001","146","SO2","Portage- Hwy 12","18-127-0023","AQS","33","37","146","35","59","60"
"03/28/2001","113","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","34","39","92","53","113","53"
"03/29/2001","121","PM2.5","VILLAGE HALL","17-031-1016","AQS","28","34","50","36","121","50"
"03/30/2001","144","PM2.5","","18-089-1016","AQS","22","44","106","48","144","43"
"03/31/2001","132","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","31","34","80","46","132","51"
"04/01/2001","83","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","27","43","64","42","83","51"
"04/02/2001","74","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","38","45","65","45","74","62"
"04/03/2001","109","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","22","47","109","36","87","49"
"04/04/2001","99","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","27","47","52","32","99","54"
"04/05/2001","111","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","43","43","64","58","111","66"
"04/06/2001","119","PM2.5","","18-089-1016","AQS","39","38","26","43","119","56"
"04/07/2001","103","NO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","31","67","77","58","101","103"
"04/08/2001","80","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","28","80","64","24","50","63"
"04/09/2001","119","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","26","47","119","42","75","42"
"04/10/2001","108","PM2.5","","18-089-1016","AQS","34","28","51","44","108","35"
"04/11/2001","70","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","31","43","64","28","70","37"
"04/12/2001","60","PM10","Portage- Hwy 12","18-127-0023","AQS","18","43","50","60","25","37"
"04/13/2001","90","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","30","44","90","37","75","68"
"04/14/2001","105","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","33","50","105","25","69","76"
"04/15/2001","58","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","24","58","34","24","45","54"
"04/16/2001","66","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","20","40","37","47","66","35"
"04/17/2001","69","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","16","51","69","66","69","54"
"04/18/2001","95","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","35","45","95","32","63","68"
"04/19/2001","67","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","28","67","55","47","64","62"
"04/20/2001","65","PM10","VILLAGE HALL","17-031-1016","AQS","20","61","23","65","62","46"
"04/21/2001","63","PM2.5","SE POLICE STATION","17-031-0050","AQS","15","49","30","54","63","38"
"04/22/2001","66","PM2.5","VILLAGE HALL","17-031-1016","AQS","19","44","39","34","66","41"
"04/23/2001","62","PM10","VILLAGE HALL","17-031-1016","AQS","14","39","39","62","48","34"
"04/24/2001","72","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","26","44","72","50","60","61"
"04/25/2001","60","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","28","49","41","41","60","60"
"04/26/2001","77","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","23","77","40","66","54","54"
"04/27/2001","132","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","36","47","132","41","64","51"
"04/28/2001","70","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","22","58","59","32","70","61"
"04/29/2001","77","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","23","77","24","31","47","56"
"04/30/2001","133","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","24","133","59","67","63","68"
"05/01/2001","105","Ozone","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS","17","105","31","82","73","56"
"05/02/2001","84","PM10","VILLAGE HALL","17-031-1016","AQS","15","77","29","84","67","51"
"05/03/2001","101","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","15","101","41","92","80","58"
"05/04/2001","100","SO2","","18-073-0003","AQS","23","45","100","22","55","42"
"05/05/2001","50","SO2","SE POLICE STATION","17-031-0050","AQS","17","46","50","22","39","28"
"05/06/2001","84","Ozone","LOWELL CITY WASTEWATER TREATMENT PLANT","18-089-0024","AQS","22","84","37","35","56","45"
"05/07/2001","74","PM2.5","VILLAGE HALL","17-031-1016","AQS","18","38","44","34","74","51"
"05/08/2001","71","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","15","71","52","52","40","50"
"05/09/2001","105","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","15","105","57","65","49","54"
"05/10/2001","87","Ozone","VALPARAISO","18-127-0026","AQS","15","87","39","66","71","54"
"05/11/2001","62","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","13","40","62","17","37","41"
"05/12/2001","65","SO2","","18-073-0003","AQS","14","47","65","19","32","47"
"05/13/2001","101","SO2","WATER PLANT WEST","17-197-0013","AQS","26","58","101","38","77","61"
"05/14/2001","64","NO2","CTA BUILDING","17-031-0063","AQS","25","50","56","50","55","64"
"05/15/2001","77","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","18","77","60","50","65","55"
"05/16/2001","105","Ozone","SEARS TOWER","17-031-0042","AQS","16","105","69","42","91","60"
"05/17/2001","94","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","23","90","94","59","81","78"
"05/18/2001","69","PM2.5","","18-089-1016","AQS","18","58","65","51","69","45"
"05/19/2001","105","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","23","87","105","34","61","51"
"05/20/2001","115","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","23","115","36","28","54","51"
"05/21/2001","64","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","22","42","60","24","64","42"
"05/22/2001","80","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","19","37","80","24","38","46"
"05/23/2001","55","NO2","CTA BUILDING","17-031-0063","AQS","23","37","20","36","52","55"
"05/24/2001","65","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","25","48","40","20","65","43"
"05/25/2001","67","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","26","45","50","21","67","45"
"05/26/2001","68","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","27","41","16","15","68","37"
"05/27/2001","91","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","28","47","57","42","91","51"
"05/28/2001","75","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","28","50","70","26","75","56"
"05/29/2001","70","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","28","43","70","25","56","61"
"05/30/2001","74","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","23","45","74","19","27","42"
"05/31/2001","66","PM2.5","VILLAGE HALL","17-031-1016","AQS","26","46","39","40","66","44"
"06/01/2001","60","NO2","CTA BUILDING","17-031-0063","AQS","17","49","52","18","47","60"
"06/02/2001","76","SO2","","18-127-0017","AQS","17","34","76","30","61","31"
"06/03/2001","41","PM2.5","CARY GROVE HS","17-111-0001","AQS","19","29","36","15","41","25"
"06/04/2001","71","SO2","NIPSCO Wheatfield","18-073-0002","AQS","18","31","71","13","35","28"
"06/05/2001","71","PM2.5","SE POLICE STATION","17-031-0050","AQS","19","27","21","19","71","42"
"06/06/2001","107","PM2.5","VILLAGE HALL","17-031-1016","AQS","24","39","50","53","107","47"
"06/07/2001","74","PM2.5","","18-089-1016","AQS","25","45","64","30","74","54"
"06/08/2001","74","NO2","CTA BUILDING","17-031-0063","AQS","28","67","57","38","67","74"
"06/09/2001","126","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","38","126","105","56","87","80"
"06/10/2001","129","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","23","129","96","38","67","40"
"06/11/2001","133","Ozone","SEARS TOWER","17-031-0042","AQS","24","133","103","61","84","81"
"06/12/2001","115","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","28","115","39","44","73","79"
"06/13/2001","185","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","28","185","102","63","105","71"
"06/14/2001","156","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","16","156","74","59","91","57"
"06/15/2001","101","SO2","","18-127-0017","AQS","18","44","101","26","53","48"
"06/16/2001","108","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","22","108","104","45","60","58"
"06/17/2001","97","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","26","97","60","29","50","56"
"06/18/2001","151","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","22","151","79","60","76","50"
"06/19/2001","119","Ozone","VALPARAISO","18-127-0026","AQS","16","119","49","39","60","56"
"06/20/2001","74","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","28","74","62","44","59","50"
"06/21/2001","67","PM2.5","VILLAGE HALL","17-031-1016","AQS","27","64","36","23","67","50"
"06/22/2001","70","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","20","41","70","25","58","64"
"06/23/2001","69","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","32","50","69","28","55","45"
"06/24/2001","126","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","33","126","69","32","77","76"
"06/25/2001","169","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","33","169","72","58","78","74"
"06/26/2001","169","Ozone","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","27","169","41","50","78","81"
"06/27/2001","161","Ozone","SHELTER LOCATED IN OPEN FIELD NORTH OF BUILDINGS AT 900 WOOD RD","55-059-0022","AQS","31","161","61","54","108","84"
"06/28/2001","182","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","30","182","65","65","117","83"
"06/29/2001","195","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","30","195","71","65","111","74"
"06/30/2001","161","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","23","161","96","51","101","52"
"07/01/2001","102","SO2","Portage- Hwy 12","18-127-0023","AQS","20","36","102","75","51","35"
"07/02/2001","50","NO2","CTA BUILDING","17-031-0063","AQS","22","41","41","25","39","50"
"07/03/2001","71","SO2","CTA BUILDING","17-031-0063","AQS","20","47","71","31","50","50"
"07/04/2001","152","PM2.5","","18-089-1016","AQS","22","126","59","40","152","62"
"07/05/2001","54","SO2","FIRESTATION","17-031-1018","AQS","19","40","54","51","52","35"
"07/06/2001","67","SO2","WATER PLANT WEST","17-197-0013","AQS","23","58","67","38","56","47"
"07/07/2001","68","PM2.5","","18-089-1016","AQS","18","58","52","43","68","50"
"07/08/2001","90","Ozone","FITNESS FORUM","17-197-1008","AQS","27","90","52","34","68","50"
"07/09/2001","154","Ozone","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","32","154","118","39","85","70"
"07/10/2001","136","Ozone","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","24","136","71","38","70","63"
"07/11/2001","43","Ozone","COM ED TRAINING CENTER","17-197-1011","AQS","16","43","33","19","24","39"
"07/12/2001","67","SO2","NIPSCO Wheatfield","18-073-0002","AQS","22","41","67","31","48","42"
"07/13/2001","89","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","24","49","89","21","39","47"
"07/14/2001","119","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","28","119","109","34","54","56"
"07/15/2001","166","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","35","166","103","46","74","64"
"07/16/2001","185","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","22","185","71","53","87","67"
"07/17/2001","151","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","25","151","51","58","122","70"
"07/18/2001","113","PM2.5","VILLAGE HALL","17-031-1016","AQS","23","84","59","59","113","60"
"07/19/2001","126","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","28","126","50","40","86","96"
"07/20/2001","161","Ozone","SEARS TOWER","17-031-0042","AQS","24","161","51","57","95","69"
"07/21/2001","161","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","23","161","40","41","81","63"
"07/22/2001","122","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","17","122","106","42","75","54"
"07/23/2001","71","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","24","71","47","42","70","71"
"07/24/2001","151","Ozone","LARSEN JUNIOR HIGH","17-089-0005","AQS","23","151","37","44","66","72"
"07/25/2001","56","PM2.5","COM ED TRAINING CENTER","17-197-1011","AQS","20","45","49","21","56","47"
"07/26/2001","77","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","13","42","77","17","61","37"
"07/27/2001","77","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","19","77","30","24","54","44"
"07/28/2001","87","PM2.5","NORTHBROOK WATER PLANT","17-031-4201","AQS","26","58","29","38","87","57"
"07/29/2001","136","Ozone","SEARS TOWER","17-031-0042","AQS","25","136","51","41","96","44"
"07/30/2001","154","Ozone","SEARS TOWER","17-031-0042","AQS","24","154","105","66","104","64"
"07/31/2001","209","Ozone","SHELTER LOCATED IN OPEN FIELD NORTH OF BUILDINGS AT 900 WOOD RD","55-059-0022","AQS","25","209","56","43","85","56"
"08/01/2001","140","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","18","140","46","72","122","63"
"08/02/2001","81","PM2.5","","18-127-0020","AQS","24","47","43","52","81","70"
"08/03/2001","84","Ozone","COM ED TRAINING CENTER","17-197-1011","AQS","39","84","57","23","59","62"
"08/04/2001","93","Ozone","FITNESS FORUM","17-197-1008","AQS","22","93","84","28","52","49"
"08/05/2001","200","Ozone","SHELTER LOCATED IN OPEN FIELD NORTH OF BUILDINGS AT 900 WOOD RD","55-059-0022","AQS","30","200","59","44","80","68"
"08/06/2001","119","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","19","119","99","51","77","71"
"08/07/2001","195","Ozone","WATER PLANT","17-031-7002","AQS","18","195","116","52","84","71"
"08/08/2001","169","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","19","169","61","58","126","84"
"08/09/2001","126","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","19","126","75","56","115","65"
"08/10/2001","54","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","20","44","54","20","33","38"
"08/11/2001","64","Ozone","COM ED TRAINING CENTER","17-197-1011","AQS","18","64","50","20","45","43"
"08/12/2001","100","Ozone","LOWELL CITY WASTEWATER TREATMENT PLANT","18-089-0024","AQS","19","100","59","46","61","58"
"08/13/2001","64","SO2","Portage- Hwy 12","18-127-0023","AQS","16","44","64","61","52","49"
"08/14/2001","74","SO2","NIPSCO Wheatfield","18-073-0002","AQS","20","47","74","26","45","49"
"08/15/2001","68","NO2","CTA BUILDING","17-031-0063","AQS","23","67","52","41","62","68"
"08/16/2001","76","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","19","44","29","29","76","48"
"08/17/2001","51","PM2.5","FARR HALL","17-031-0014","AQS","22","39","41","25","51","50"
"08/18/2001","52","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","22","44","41","27","52","49"
"08/19/2001","45","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","16","40","33","30","45","29"
"08/20/2001","56","SO2","FIRESTATION","17-031-1018","AQS","23","37","56","46","53","44"
"08/21/2001","105","SO2","WATER PLANT WEST","17-197-0013","AQS","25","43","105","59","72","56"
"08/22/2001","91","SO2","WATER PLANT WEST","17-197-0013","AQS","18","64","91","51","79","57"
"08/23/2001","84","Ozone","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","17","84","52","35","79","54"
"08/24/2001","89","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","19","87","40","35","89","47"
"08/25/2001","70","PM2.5","SE POLICE STATION","17-031-0050","AQS","20","45","16","28","70","42"
"08/26/2001","156","PM2.5","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","25","61","85","33","156","60"
"08/27/2001","65","NO2","CTA BUILDING","17-031-0063","AQS","26","54","64","37","63","65"
"08/28/2001","90","SO2","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS","20","43","90","33","53","40"
"08/29/2001","68","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","28","64","56","44","64","68"
"08/30/2001","67","PM2.5","SE POLICE STATION","17-031-0050","AQS","20","67","56","34","67","65"
