"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"09/07/2005","143","SO2","WATER PLANT WEST","17-197-0013","AQS","19","126","143","59","111","73"
"09/08/2005","100","Ozone","COM ED TRAINING CENTER","17-197-1011","AQS","14","100","40","39","75","51"
"09/09/2005","108","Ozone","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","14","108","51","41","85","61"
"09/10/2005","150","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","16","150","60","52","115","56"
"09/11/2005","154","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","15","154","47","56","152","62"
"09/12/2005","156","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","15","156","59","68","123","86"
"09/13/2005","97","Ozone","Whiting- Whiting HS","18-089-0030","AQS","11","97","77","66","96","68"
"09/14/2005","39","Ozone","Whiting- Whiting HS","18-089-0030","AQS","9","39","20","20","36","34"
"09/15/2005","41","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","10","33","34","19","41","33"
"09/16/2005","57","SO2","NIPSCO Wheatfield","18-073-0002","AQS","14","35","57","13","49","42"
"09/17/2005","65","SO2","NIPSCO Wheatfield","18-073-0002","AQS","16","46","65","22","58","42"
"09/18/2005","112","SO2","COOK COUNTY TRAILER","17-031-4002","AQS","18","67","112","22","60","53"
"09/19/2005","73","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","15","41","36","31","73","55"
"09/20/2005","74","NO2","CTA BUILDING","17-031-0063","AQS","18","61","31","38","54","74"
"09/21/2005","114","SO2","COOK COUNTY TRAILER","17-031-4002","AQS","19","84","114","54","64","83"
"09/22/2005","80","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","11","74","66","50","80","60"
"09/23/2005","79","SO2","NIPSCO Wheatfield","18-073-0002","AQS","9","33","79","19","23","33"
"09/24/2005","64","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","25","31","30","25","64","42"
"09/25/2005","77","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","25","24","17","32","77","34"
"09/26/2005","58","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","14","31","20","32","58","54"
"09/27/2005","57","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","20","36","30","41","57","50"
"09/28/2005","79","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","18","42","46","52","79","60"
"09/29/2005","58","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","15","24","51","34","58","39"
"09/30/2005","54","NO2","CTA BUILDING","17-031-0063","AQS","15","43","46","44","38","54"
"10/01/2005","95","SO2","COOK COUNTY TRAILER","17-031-4002","AQS","16","80","95","41","68","64"
"10/02/2005","77","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","16","44","41","28","77","46"
"10/03/2005","78","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","11","45","55","47","78","68"
"10/04/2005","82","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","13","50","69","51","82","60"
"10/05/2005","83","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","13","71","37","50","83","68"
"10/06/2005","46","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","10","20","29","41","46","34"
"10/07/2005","43","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","14","30","26","43","35","38"
"10/08/2005","57","SO2","NIPSCO Wheatfield","18-073-0002","AQS","11","35","57","18","33","30"
"10/09/2005","38","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","8","35","26","16","37","38"
"10/10/2005","73","PM2.5","VILLAGE HALL","17-031-1016","AQS","13","32","36","19","73","42"
"10/11/2005","43","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","10","28","43","16","41","30"
"10/12/2005","65","PM2.5","NORTHBROOK WATER PLANT","17-031-4201","AQS","19","26","16","25","65","64"
"10/13/2005","97","PM2.5","WASHINGTON HS","17-031-0022","AQS","19","41","29","52","97","52"
"10/14/2005","91","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","16","40","91","43","70","76"
"10/15/2005","72","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","17","37","50","59","72","42"
"10/16/2005","53","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","28","33","29","19","53","39"
"10/17/2005","105","SO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","27","46","105","43","64","58"
"10/18/2005","60","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","15","34","56","53","60","54"
"10/19/2005","119","PM10","Portage- Hwy 12","18-127-0023","AQS","13","36","117","119","38","46"
"10/20/2005","34","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","13","32","31","17","29","34"
"10/21/2005","46","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","9","37","26","28","46","46"
"10/22/2005","65","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","9","21","29","37","65","42"
"10/23/2005","53","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","9","27","23","19","53","30"
"10/24/2005","47","PM10","Portage- Hwy 12","18-127-0023","AQS","8","21","16","47","28","42"
"10/25/2005","41","NO2","CTA BUILDING","17-031-0063","AQS","9","28","14","27","35","41"
"10/26/2005","58","NO2","CTA BUILDING","17-031-0063","AQS","10","26","17","21","52","58"
"10/27/2005","72","NO2","CTA BUILDING","17-031-0063","AQS","18","29","34","22","45","72"
"10/28/2005","68","PM2.5","VILLAGE HALL","17-031-1016","AQS","23","31","39","29","68","56"
"10/29/2005","122","SO2","COOK COUNTY TRAILER","17-031-4002","AQS","22","31","122","47","73","42"
"10/30/2005","69","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","11","43","26","25","69","28"
"10/31/2005","104","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS","13","25","23","42","104","48"
"11/01/2005","60","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","15","24","51","28","60","47"
"11/02/2005","61","SO2","NIPSCO Dunes Acres","18-127-0011","AQS","14","27","61","27","37","48"
"11/03/2005","70","SO2","COOK COUNTY TRAILER","17-031-4002","AQS","11","38","70","36","49","61"
"11/04/2005","74","SO2","COOK COUNTY TRAILER","17-031-4002","AQS","18","30","74","47","66","64"
"11/05/2005","83","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","17","24","17","31","83","35"
"11/06/2005","42","PM2.5","VILLAGE HALL","17-031-1016","AQS","14","25","31","28","42","34"
"11/07/2005","77","SO2","COOK COUNTY TRAILER","17-031-4002","AQS","14","24","77","37","62","65"
"11/08/2005","112","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","17","16","26","39","112","48"
"11/09/2005","66","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","15","26","62","43","66","35"
"11/10/2005","60","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","19","24","50","31","60","56"
"11/11/2005","65","NO2","CTA BUILDING","17-031-0063","AQS","19","24","49","53","57","65"
"11/12/2005","103","SO2","WATER PLANT WEST","17-197-0013","AQS","10","33","103","30","59","40"
"11/13/2005","62","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","7","27","62","22","41","26"
"11/14/2005","46","NO2","COOK COUNTY TRAILER","17-031-4002","AQS","18","27","29","18","35","46"
"11/15/2005","48","PM2.5","EISENHOWER HS","17-031-2001","AQS","13","19","39","11","48","33"
"11/16/2005","40","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","8","21","40","38","32","29"
"11/17/2005","55","NO2","CTA BUILDING","17-031-0063","AQS","14","24","50","19","39","55"
"11/18/2005","63","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","14","17","60","24","63","46"
"11/19/2005","59","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","16","29","37","30","59","49"
"11/20/2005","66","PM2.5","MAYFAIR PUMP STATION","17-031-0052","AQS","16","19","46","16","66","43"
"11/21/2005","77","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","9","20","77","36","59","38"
"11/22/2005","60","NO2","CTA BUILDING","17-031-0063","AQS","26","28","19","50","45","60"
