Overall AQI Value,CO,Ozone,SO2,PM10,PM25,NO2,Wens AQI
58,15,26,30,28,58,52,68.53
67,14,30,36,26,67,38,75.76
55,15,28,55,17,30,47,64.6
91,17,29,91,42,58,54,103.99
104,16,31,60,104,75,49,120.01
53,11,30,52,39,53,42,64.39
68,26,27,54,39,64,68,81.88
107,40,34,44,61,107,102,127.37
36,14,33,36,29,22,28,43.54
49,15,35,47,49,27,28,59.05
79,20,29,20,23,79,71,92.16
83,17,19,31,33,83,51,93.47
66,19,28,66,34,62,56,79.53
71,19,27,69,44,71,51,85.51
86,24,20,62,53,86,63,100.29
67,25,33,11,67,55,54,79.22
86,18,35,46,51,86,31,97.45
59,17,30,51,28,59,53,70.83
91,22,24,89,37,91,71,109.34
137,25,36,41,44,137,61,150.14
83,24,29,55,45,58,83,96.17
127,33,28,75,65,127,101,148.14
152,33,27,33,51,152,61,165.29
65,18,33,43,44,65,42,75.43
58,18,26,20,29,58,53,68.5
78,19,29,41,57,78,63,91.89
55,11,40,33,18,55,50,65.63
70,24,39,29,20,70,70,83.71
123,22,21,39,32,123,63,135.69
85,24,31,34,31,85,49,95.53
69,11,38,69,39,62,40,81.95
96,19,32,96,55,86,82,114.93
74,19,27,44,55,74,51,86.41
93,20,31,61,50,93,60,106.97
70,14,42,47,19,70,58,82.41
70,28,36,40,56,62,70,83.9
99,31,30,51,37,99,50,110.81
127,27,43,41,58,127,66,141.75
96,27,44,75,47,96,88,115.04
105,18,36,41,55,105,61,118.62
101,23,32,50,31,101,65,114.74
72,26,28,24,51,67,72,85.92
71,23,32,60,19,41,71,83.34
63,18,24,50,28,63,41,73.77
119,22,47,119,37,70,64,134.6
61,23,49,47,49,57,61,74.15
67,16,40,43,25,67,55,78.86
72,22,41,72,50,63,65,86.94
56,20,41,34,34,56,52,67.41
75,15,32,75,31,65,42,88.26
55,14,39,55,28,43,39,64.88
49,14,41,39,18,40,49,58.43
65,23,41,49,34,65,54,77.28
80,16,67,69,47,79,80,97.74
122,17,51,122,60,88,74,141.29
134,24,34,51,58,134,39,146.95
77,23,32,24,40,77,38,86.25
61,14,45,54,36,61,37,72.95
43,13,43,30,14,40,28,51.47
45,17,36,14,14,45,31,52.71
53,20,46,34,13,53,52,64.31
67,16,61,67,24,53,61,80.9
88,25,64,84,38,45,88,105.71
114,39,64,114,63,74,105,136.38
47,32,43,43,26,47,37,57.24
54,22,51,44,23,49,54,65.66
122,20,122,43,69,63,38,137.32
151,13,97,44,78,151,41,171.28
100,36,100,59,52,55,44,113.88
56,36,36,49,32,56,45,67.36
78,18,38,37,19,78,43,87.65
65,19,54,36,41,65,42,76.93
77,11,44,77,13,43,26,86.64
41,13,37,40,27,41,40,50.41
66,16,48,34,19,28,66,76
89,17,46,89,28,58,62,102.85
69,18,54,44,48,69,60,82.72
56,15,50,37,47,56,51,67.98
64,28,49,61,31,41,64,77.32
129,24,129,59,48,63,63,143.98
72,16,64,69,55,69,72,88.34
61,57,47,61,44,43,56,74.6
77,23,34,39,28,77,70,90.92
46,17,46,24,16,42,44,55.68
51,16,45,36,20,30,51,60.71
75,38,46,75,25,49,54,87.48
65,24,45,26,22,52,65,76.27
61,15,61,26,19,47,52,72.2
64,13,49,41,24,64,53,75.83
62,13,47,31,37,61,62,74.99
58,11,40,27,30,58,52,69.05
75,16,61,27,35,75,71,90.1
62,15,61,41,30,59,62,75.67
43,13,35,43,10,18,24,50.17
85,13,49,80,71,85,62,102.9
74,17,74,69,28,59,63,89.41
71,20,46,21,26,60,71,83.44
60,20,50,29,31,60,51,71.55
72,38,58,72,33,66,68,87.75
81,36,80,34,29,81,50,97.19
77,22,48,27,22,77,54,88.7
105,16,32,11,44,105,43,114.82
51,27,47,51,18,47,44,62
96,31,31,96,21,27,41,105.07
54,13,54,43,29,33,54,65.62
78,19,74,44,27,45,78,92.96
74,14,51,54,56,74,65,88.79
77,24,44,37,33,77,56,89.24
63,25,45,46,31,63,56,75.47
59,16,44,49,34,59,55,71.42
73,18,44,49,56,69,73,88.19
61,16,39,20,46,61,55,72.89
68,26,48,37,52,68,60,81.56
49,14,44,11,44,35,49,58.89
71,17,49,71,14,29,63,83.96
81,19,71,47,36,81,66,96.8
95,22,74,95,22,77,64,112.19
69,17,49,39,37,60,69,82.14
101,22,101,62,51,76,81,119.43
79,24,71,72,60,79,78,97.16
101,20,101,47,30,69,79,118.04
73,23,44,34,21,58,73,85.25
80,13,80,75,24,51,65,96.13
64,15,64,20,38,57,63,77.61
66,20,46,59,12,66,44,78.55
67,18,45,36,37,67,52,78.69
63,39,54,39,31,44,63,75.17
67,24,61,57,30,67,55,80.94
79,17,64,79,44,72,39,94.83
109,35,84,109,51,56,64,127.29
129,20,129,81,50,72,90,149.19
140,22,140,94,65,79,94,161.9
43,11,43,21,26,27,35,50.65
56,20,54,40,29,56,49,68.13
105,27,105,69,35,73,55,121.47
143,35,143,86,40,68,68,161.81
164,20,164,56,53,85,64,182.33
179,19,179,43,63,93,69,198.71
174,22,174,50,61,97,66,194.29
60,17,41,60,23,56,34,71.76
61,19,61,47,37,48,51,72.92
54,20,54,43,25,49,43,65.06
57,20,50,51,25,53,57,69.2
101,28,101,47,54,59,73,117.2
147,38,147,56,43,71,89,166.26
190,27,190,69,60,86,93,211.1
112,25,112,57,68,81,77,130.75
164,22,164,66,54,102,83,186.07
159,22,159,27,31,79,60,175.23
87,19,87,41,30,55,42,98.96
67,19,67,54,44,62,53,81.13
55,19,46,41,27,55,46,65.75
63,16,44,46,17,38,63,73.36
72,16,41,72,18,31,50,82.69
76,14,37,76,24,33,45,85.88
48,27,48,39,23,48,48,59.15
97,27,97,50,27,63,76,113.36
101,27,101,40,56,91,71,120.39
97,15,97,67,39,64,52,112.22
64,25,50,51,20,41,64,75.67
80,25,80,55,41,67,61,95.27
56,14,42,29,18,56,50,66.68
74,22,74,43,20,52,65,87.85
71,22,51,43,33,71,50,82.89
64,16,64,33,22,42,53,75.31
45,10,39,27,18,35,45,53.6
45,9,29,21,12,29,45,51.55
46,23,46,30,26,28,46,55.71
80,23,80,33,60,62,51,94.21
90,15,90,46,55,81,38,106.73
66,13,44,60,30,66,32,78.57
52,14,43,29,20,43,52,61.72
67,22,64,67,36,65,64,82.17
108,23,108,34,53,68,68,123.57
147,16,147,79,56,84,60,166.03
84,28,84,39,45,83,62,101.51
77,28,77,75,29,44,46,92.29
56,28,42,36,27,56,51,67.3
70,25,64,16,21,70,50,83.18
84,28,84,41,38,74,55,99.71
82,25,64,70,52,82,77,99.62
55,18,45,33,27,55,48,65.83
38,24,34,10,35,38,33,46.19
58,31,39,29,29,26,58,66.82
55,26,50,33,19,55,45,66.12
53,30,43,24,30,53,43,63.04
49,15,39,31,26,47,49,59.29
80,20,80,50,40,80,50,96.5
154,26,154,40,53,101,69,174.72
104,26,100,36,51,104,58,123.9
151,15,151,61,47,88,69,169.96
56,16,44,29,20,56,33,65.39
64,19,64,39,28,52,54,76.23
100,19,100,29,53,74,65,116.18
161,19,161,47,57,116,64,183.87
126,15,126,46,58,100,62,146.33
53,13,44,16,48,53,43,63.71
43,10,39,43,22,32,41,52.28
115,20,115,61,26,57,45,128.62
143,18,143,61,58,94,70,163.16
156,18,156,64,49,91,64,175.29
108,16,108,57,44,59,60,122.13
122,16,122,57,48,70,58,137.66
77,15,77,29,23,56,49,89.04
41,9,35,41,9,18,34,48.58
85,15,41,85,22,58,34,97.02
43,11,42,43,9,36,25,51.91
69,20,67,33,21,53,69,82.98
80,20,48,43,29,80,63,93.49
56,10,36,56,47,49,42,67.36
71,23,39,71,37,48,53,83.1
101,24,77,101,48,62,66,118.29
92,20,87,92,29,65,72,110.73
96,25,90,96,67,75,80,116.59
102,25,90,33,48,102,68,120.77
108,19,108,46,54,107,54,128.94
119,18,119,43,56,107,53,139.95
103,16,74,26,51,103,62,118.9
119,16,119,69,46,101,39,139.46
59,13,45,24,33,59,41,69.07
55,18,38,54,31,55,53,67.31
70,20,51,47,66,43,70,84.45
97,19,97,20,48,63,71,112.35
122,18,122,33,49,87,87,141.22
61,17,29,56,51,61,38,73.46
60,18,38,60,30,45,42,70.39
87,18,87,31,30,71,58,101.95
108,14,34,108,31,66,43,121.49
73,18,39,49,30,51,73,84.66
114,17,49,114,58,81,58,131.36
66,20,29,66,38,53,36,77.35
61,20,36,43,35,42,61,71.17
56,14,28,56,16,40,28,64.42
79,14,20,79,57,79,25,94.74
61,18,31,61,37,59,42,73.49
56,18,28,56,29,44,42,66.02
72,23,30,56,65,52,72,86.42
58,23,26,49,46,58,49,69.47
83,23,21,69,83,62,44,98
56,26,32,40,32,56,42,65.84
71,38,34,71,29,39,40,80.68
105,27,41,105,44,54,100,124.67
61,25,45,54,60,48,61,74.81
91,25,61,91,69,65,71,107.87
109,32,39,41,67,109,63,124.12
97,33,40,44,60,97,54,110.71
64,23,44,39,38,64,41,74.42
56,18,35,55,32,56,45,68.02
74,24,44,59,69,62,74,89.75
104,23,36,104,64,87,48,122.16
64,16,35,64,26,52,46,75.48
48,18,32,34,29,37,48,56.65
87,28,34,87,35,54,57,99.91
58,26,36,49,31,58,49,69.4
55,24,38,46,30,55,44,65.7
62,24,58,56,59,52,62,76.15
97,15,31,97,63,73,46,112.79
53,19,28,29,34,53,39,61.88
103,25,26,103,32,40,50,113.91
80,31,31,43,55,80,63,93.99
62,24,23,29,25,62,40,70.66
51,18,13,39,26,51,31,59.41
70,26,21,36,22,70,44,79.57
36,24,22,30,36,33,28,43.71
34,24,19,29,19,31,34,41.15
54,25,42,26,49,54,43,65.11
62,19,24,29,33,62,35,70.15
43,15,19,19,20,43,24,48.51
68,18,20,17,18,68,22,73.19
40,11,19,10,11,40,23,44.94
55,18,19,21,31,55,42,63.83
68,14,16,30,33,68,42,77.01
49,14,23,41,27,49,48,59.39
87,22,30,87,31,66,48,100.74
64,24,27,64,17,56,44,75.79
57,28,28,26,19,57,45,66.42
79,28,17,49,34,79,43,89.91
78,23,6,13,41,78,37,86.78
74,23,25,49,74,58,27,86.42
85,11,24,62,85,82,45,101.89
56,20,15,40,36,56,42,65.57
55,20,13,11,20,55,24,60.37
56,18,7,9,28,56,25,62.06
90,23,17,13,46,90,36,99.63
66,15,18,29,46,66,43,76.14
80,19,21,80,55,80,43,96.22
47,20,18,41,37,45,47,57.12
61,14,28,61,19,42,45,70.93
76,25,24,24,32,76,35,84.07
66,19,27,57,24,66,23,77.03
44,25,24,44,36,31,31,52.31
59,17,21,21,31,59,44,68.16
62,23,16,37,39,62,39,71.16
67,20,26,55,27,67,41,78.56
103,11,29,79,63,103,40,119.49
52,16,21,39,20,52,28,60.23
56,16,28,56,31,38,33,64.69
100,15,27,100,93,92,45,120.14
66,20,31,66,52,54,48,78.48
44,26,27,27,25,38,44,52.36
59,26,17,41,27,59,36,68.18
51,22,27,37,21,51,37,59.59
59,18,17,21,33,59,44,68.2
70,26,15,21,21,70,42,78.59
98,23,13,24,26,98,35,105.62
82,27,13,19,42,82,55,93.4
80,24,17,62,52,80,35,93.25
71,15,19,66,33,71,41,84.14
71,22,17,70,28,65,71,85.92
64,31,27,31,25,64,60,75.96
70,22,19,49,20,70,44,80.58
73,22,15,59,20,73,44,85.04
54,22,19,49,19,54,34,64.06
65,20,18,30,29,65,40,73.66
103,22,18,33,25,103,42,112.07
123,18,23,94,88,123,45,143.04
72,27,19,67,36,72,42,85.6
75,24,22,75,24,35,36,83.33
73,27,9,36,25,73,42,82.23
148,26,14,52,62,148,42,161.4
110,17,22,29,65,110,42,123.04
52,33,22,47,23,52,40,62.39
72,35,15,30,31,72,64,84.72
47,27,17,36,22,47,36,55.35
51,23,19,51,15,44,30,60.09
54,27,20,46,25,54,43,64.29
59,26,20,59,19,42,46,69.11
62,23,23,47,19,62,42,72.26
84,22,15,27,19,84,37,91.87
64,18,12,17,25,64,37,71.62
97,14,22,97,23,55,34,107.99
53,11,27,44,10,53,18,61.63
68,13,21,54,35,68,38,79.25
62,19,27,56,26,62,51,74.2
80,18,19,50,26,80,55,91.83
64,22,29,27,34,48,64,74.24
63,14,29,44,17,55,63,74.51
81,17,19,81,28,72,41,94.96
51,15,18,51,16,44,33,60.08
63,19,18,60,33,63,36,75.02
85,22,25,85,55,74,44,100.45
91,22,28,91,57,62,46,104.85
71,20,32,71,39,56,69,85.77
94,23,18,31,36,94,45,103.81
67,20,19,40,33,67,37,76.1
109,14,25,95,73,109,33,128.2
114,14,27,67,65,114,61,129.2
75,24,26,54,52,75,68,89.7
68,24,26,64,25,68,52,81.46
113,16,30,113,101,108,40,135.81
55,14,19,55,33,52,50,66.48
54,15,31,41,20,54,47,64.27
56,15,33,33,33,56,42,65.42
57,11,30,24,32,57,43,66.24
91,13,27,91,44,83,48,107.4
85,24,24,85,31,66,41,98.29
80,18,19,55,40,80,77,95.66
71,18,24,71,30,64,65,85.21
103,28,20,103,46,95,52,121.53
75,30,31,75,42,73,50,90.21
99,34,16,99,45,65,62,113.59
100,30,27,56,44,100,52,112.75
74,26,36,55,51,72,74,89.55
46,18,30,46,22,40,38,55.12
89,16,30,49,35,89,62,102.21
98,11,35,46,52,98,48,109.93
73,22,32,69,19,73,51,87.17
76,18,33,49,31,76,60,88.91
86,18,33,55,29,86,51,98.22
91,20,27,91,33,64,74,106.7
118,16,29,71,30,118,62,133.09
77,17,29,52,18,77,53,88.66
95,17,39,95,29,45,58,107.48
63,15,38,52,18,63,56,75.27
73,23,34,43,36,40,73,83.08
120,24,24,75,45,120,69,136.32
147,24,27,105,59,147,83,168.86
124,28,30,57,38,124,68,138.69
72,25,32,71,20,72,52,86.59
137,18,37,128,66,137,51,161.44
117,22,30,117,23,65,52,130.63
83,18,21,37,26,83,52,93.77
94,11,40,21,22,94,42,103.27
78,16,42,31,21,46,78,88.2
64,17,34,44,27,64,47,74.64
105,27,26,49,60,105,52,118.38
76,31,27,66,44,76,54,90.37
64,22,42,60,20,64,48,76.88
56,16,34,50,15,53,56,67.6
67,16,25,52,19,67,55,78.89
95,20,24,30,42,95,51,106.03
109,19,19,23,44,109,34,118.33
52,15,29,52,22,33,49,62.17
48,17,32,30,15,48,44,57.29
139,17,40,139,56,81,38,155.68
107,14,38,107,55,82,51,123.97
54,22,41,14,27,49,54,64.52
71,24,35,39,35,70,71,85.09
80,18,23,80,47,52,41,91.61
69,22,31,64,48,69,52,83
82,32,32,46,28,82,72,96.66
80,19,41,80,19,64,29,92.8
52,16,42,51,32,52,46,63.59
61,20,38,23,22,61,47,71.05
86,27,17,24,24,86,60,97.48
103,34,25,103,47,84,68,120.87
83,30,28,75,31,83,66,99.05
122,20,44,122,112,93,42,145.37
70,16,41,66,70,45,39,83.91
70,24,38,70,43,63,50,83.81
89,24,41,55,51,89,56,102.23
81,23,32,60,32,81,80,97.51
70,20,28,29,31,70,53,80.84
64,19,30,37,28,56,64,75.6
57,30,31,33,39,57,45,67.28
58,25,47,43,26,58,29,68.55
71,24,42,54,19,54,71,83.31
73,26,33,30,65,73,70,88.27
53,14,39,23,22,53,42,62.29
46,11,46,36,42,46,46,56.87
89,15,43,89,54,51,47,101.6
124,22,46,124,96,91,50,145.09
45,14,44,16,45,36,29,54.44
55,30,46,36,37,46,55,65.96
90,30,71,90,57,75,68,107.6
79,28,54,39,55,64,79,93.49
164,18,46,164,85,82,47,182.89
96,24,43,96,31,85,64,113.67
60,26,40,57,29,58,60,73.19
59,16,41,20,59,32,33,68
133,16,36,51,133,54,34,145.21
174,18,41,14,174,47,42,184.47
113,31,48,113,55,72,67,129.52
91,32,74,91,67,76,62,109
105,27,105,40,48,63,86,123.08
115,25,87,115,35,62,61,133.32
71,23,71,27,59,63,47,85.11
96,18,42,96,53,55,47,108.86
64,24,39,40,38,64,36,73.67
113,20,40,113,40,55,42,125.15
51,19,39,24,16,31,51,59.42
67,30,44,59,33,64,67,81.39
101,32,51,101,31,81,74,118.82
42,19,40,26,14,42,37,50.89
126,20,44,126,45,56,40,138.53
81,20,44,81,36,40,52,92.72
77,20,77,66,70,56,44,93
96,22,87,96,49,61,55,114.4
77,20,43,64,25,77,49,90.61
43,16,43,19,12,30,38,51.02
41,18,41,24,15,25,41,49.39
112,26,42,112,30,58,49,124.85
58,26,47,23,53,51,58,70.19
59,33,48,59,33,48,57,71.9
90,32,90,49,60,83,81,109
46,23,46,29,27,38,36,54.85
81,22,77,81,39,63,57,97.84
64,20,61,30,42,64,50,77.29
74,23,74,40,55,70,60,89.63
77,24,77,37,39,71,67,92.76
67,19,51,41,42,67,47,78.85
58,20,35,26,14,52,58,68.61
52,19,21,26,11,33,52,59.16
34,16,32,34,17,26,33,41.57
71,27,48,71,19,53,61,84.49
68,25,51,49,27,66,68,82.22
54,17,47,54,13,48,51,65.46
62,32,48,39,29,52,62,73.91
68,28,51,43,32,66,68,82.23
70,22,46,27,48,70,60,83.08
54,20,40,26,26,54,44,63.84
53,16,45,33,32,53,35,62.96
107,14,40,107,19,43,31,116.59
76,18,40,76,33,61,56,89.59
76,23,35,76,29,43,46,86.56
63,22,51,24,50,59,63,76.1
43,16,41,30,28,23,43,51.83
61,22,61,27,32,45,46,71.55
67,23,48,19,26,67,54,78.67
45,18,39,31,15,23,45,53.37
64,16,43,64,38,28,44,74.23
91,15,35,91,31,51,46,102.42
42,31,39,37,23,30,42,51.15
64,32,54,61,34,45,64,77.75
145,23,122,145,46,85,71,170.12
100,23,100,40,43,77,69,116.89
108,13,108,47,59,84,58,125.78
118,13,61,118,67,80,52,135.74
53,18,47,24,48,53,47,64.15
44,20,25,26,27,44,43,53.02
62,22,27,27,44,62,38,71.8
97,18,97,52,25,42,46,108.62
61,17,61,43,20,44,46,71.53
105,14,71,105,34,53,44,120
87,18,87,44,34,58,66,101.54
61,16,43,20,35,61,49,71.76
66,23,51,55,39,66,52,78.88
86,23,71,86,40,74,74,103.25
91,25,33,17,91,21,48,100.94
58,30,48,51,29,58,53,70.35
67,35,39,67,33,58,56,80.31
85,32,42,85,51,76,54,101.28
102,32,48,102,63,57,63,117.02
62,28,37,27,37,41,62,71.57
106,16,41,106,27,43,55,117.92
141,20,43,141,31,57,58,154.23
147,30,47,147,31,60,50,160.36
67,26,42,36,28,56,67,79.04
87,25,51,87,54,59,60,101.3
84,22,84,76,60,60,70,101.52
136,22,136,70,58,67,77,153.77
156,20,156,76,54,75,62,173.67
64,18,61,27,40,64,41,76.72
94,17,48,77,35,94,31,109.44
68,15,44,57,18,68,19,79.64
77,15,54,49,41,37,77,89.26
51,15,27,29,22,33,51,58.53
77,14,50,77,28,64,40,90.6
54,23,45,37,37,54,40,64.46
77,20,77,64,26,62,32,91.06
97,17,97,30,28,71,47,111.33
126,16,126,92,32,59,73,145.43
74,20,51,74,48,27,67,88.3
111,17,51,81,87,111,54,130.37
101,23,61,101,44,61,76,117.78
101,19,50,90,52,53,101,119.38
88,18,48,33,30,88,21,98.05
80,19,45,33,21,80,37,89.87
76,24,61,47,59,76,72,92.21
179,19,179,81,56,89,82,199.38
83,19,51,16,54,83,70,97.76
64,23,48,52,41,20,64,75.68
57,23,34,57,26,30,45,66.8
39,18,39,21,19,28,27,45.53
54,15,45,54,20,49,20,64.55
62,22,58,60,31,55,62,75.84
119,26,90,119,42,74,67,138.64
93,33,93,84,65,80,72,112.67
97,27,97,26,48,94,79,116.81
100,27,51,100,57,90,77,119.78
71,27,71,44,33,62,66,85.81
77,36,77,47,35,70,67,92.86
101,27,101,60,54,58,85,119.26
122,24,122,102,34,32,70,142.36
80,20,38,29,18,41,80,89.21
61,19,36,26,61,35,49,71.56
49,27,41,49,28,48,49,60.4
101,31,51,101,29,69,55,116.03
101,33,97,101,31,68,51,120.94
86,25,64,86,60,67,67,102.13
61,26,18,36,34,61,42,70.48
50,22,22,50,31,29,37,58.34
57,17,32,56,31,51,57,69.38
56,25,38,56,31,53,39,67.53
50,25,39,31,25,50,33,58.87
63,25,45,55,24,63,44,75.12
81,25,58,59,63,74,81,97.84
91,18,74,80,54,66,91,109.28
86,30,48,86,42,68,61,101.35
39,20,33,30,31,37,39,47.62
58,27,36,29,52,58,48,69.77
95,23,47,95,25,55,48,107.32
71,24,54,71,44,67,50,85.87
87,23,87,56,52,78,37,103.51
69,18,39,24,32,69,40,78.25
54,19,28,43,31,49,54,64.87
59,18,39,31,39,59,45,69.28
60,20,42,33,45,60,53,71.9
40,20,40,34,15,38,36,48.73
30,17,30,23,22,25,29,36.67
90,22,36,90,38,66,61,104.65
146,22,45,146,51,78,61,162.89
84,27,84,47,53,70,83,102.22
126,28,126,112,47,74,61,148.94
133,27,90,61,52,133,60,152.06
112,27,112,52,52,109,63,133.85
124,27,97,37,49,124,54,143.24
84,17,40,55,47,84,37,96.31
73,15,36,24,54,73,40,84.45
79,14,31,33,79,25,35,87.16
64,20,32,17,21,64,33,71.54
63,31,44,29,57,63,61,76.79
112,32,112,91,41,66,65,131.39
151,27,151,106,44,95,71,174.22
93,27,93,51,53,82,70,111.15
77,18,77,44,46,74,58,92.98
73,17,44,29,57,73,47,85.53
104,16,44,104,23,47,42,114.71
60,15,40,60,19,38,42,69.59
56,24,49,44,31,56,46,67.39
49,25,49,27,19,45,48,59.68
62,26,61,40,35,52,62,75.51
84,31,80,84,64,81,79,103.32
105,31,105,74,63,83,83,124.65
129,31,129,62,62,84,80,148.39
110,23,45,110,54,74,58,126.21
124,19,40,124,36,48,49,135.46
64,25,43,27,21,43,64,73.85
81,36,44,79,49,80,81,99.17
100,32,31,14,100,48,65,113.55
53,25,39,17,19,40,53,62
75,36,38,36,59,75,68,89.99
70,28,50,47,56,70,60,84.02
97,18,30,97,31,58,43,109.25
114,20,40,114,22,46,42,124.44
116,17,27,116,59,56,42,129.2
82,19,30,82,49,61,46,95.31
144,24,37,144,61,68,64,159.6
74,23,74,70,53,65,72,90.89
79,15,31,61,40,79,46,92.02
137,27,35,137,24,70,83,154.43
62,42,35,62,16,41,43,72.23
53,24,43,44,20,53,50,64.24
58,16,35,36,35,58,43,67.81
78,16,36,21,31,78,53,88.95
62,16,24,21,31,62,49,71.96
67,14,20,67,19,59,33,78.42
72,14,25,72,16,26,22,78.05
56,19,27,56,17,43,47,66.29
62,23,27,31,29,62,39,70.75
59,16,21,16,18,59,25,64.64
57,14,31,13,16,57,39,65.13
63,16,33,26,24,63,36,71.21
84,19,27,34,38,84,37,92.96
58,16,29,43,21,58,27,67.02
57,24,33,57,27,55,51,69.24
65,26,40,40,53,65,63,78.96
89,20,22,31,38,89,52,99.96
96,20,30,39,33,96,46,106.31
128,26,18,43,45,128,41,138.42
70,17,26,70,44,64,42,83.33
44,11,27,44,27,32,23,51.26
43,13,28,43,15,39,30,51.34
44,14,20,23,15,44,28,50.19
41,15,28,16,12,33,41,48.09
42,13,30,29,18,35,42,49.82
100,14,22,100,44,79,40,115.43
101,14,27,101,41,65,48,114.65
47,17,22,40,27,47,47,57.2
57,16,34,54,57,56,35,69.64
54,16,24,54,31,47,50,65.11
59,18,21,59,51,53,48,71.06
101,17,22,101,64,73,67,117.19
80,16,31,59,48,80,33,92.69
47,17,34,47,22,36,41,56.24
60,23,34,56,30,40,60,71.91
82,24,21,33,36,82,42,91.45
95,25,7,95,55,57,45,107.77
88,20,7,65,54,88,47,101.86
96,19,6,66,38,96,56,109.9
84,17,25,43,30,84,40,93.72
71,20,25,31,23,71,42,80.01
54,15,20,36,13,54,25,61.48
118,16,20,118,35,66,31,130.83
73,19,12,66,44,73,46,86.58
78,17,27,34,30,78,34,86.11
103,24,32,103,16,50,32,113.38
89,24,21,89,19,52,46,100.19
66,18,19,66,23,63,42,78.57
45,16,21,36,7,45,30,52.71
52,20,24,52,16,43,41,61.54
85,24,13,21,26,85,43,93.78
62,16,22,14,19,62,32,68.74
72,18,19,50,24,72,35,82.29
84,18,19,49,33,84,46,94.87
80,18,14,80,41,70,50,94.32
61,18,15,61,30,56,41,72.56
91,30,17,29,32,91,48,101.15
72,24,14,33,26,72,45,81.54
71,22,16,46,33,71,34,80.86
68,16,15,47,25,68,40,78.02
95,16,6,24,32,95,44,104.06
74,18,20,44,28,74,29,83.19
81,14,23,47,39,81,28,91.16
100,10,25,100,33,40,23,108.71
152,11,24,149,146,152,36,182.96
103,17,22,72,71,103,47,118.9
92,17,17,92,44,66,33,105.27
113,11,20,113,34,49,35,123.29
67,18,19,46,32,67,47,77.55
75,17,28,75,35,61,35,87.33
106,11,30,47,61,106,40,119.01
65,13,18,49,53,65,40,76.69
62,14,20,49,52,62,30,73.39
103,16,24,103,71,52,48,117.85
151,14,26,66,77,151,41,167.33
67,17,24,44,19,48,67,77.43
66,18,19,52,30,66,30,76.46
126,18,30,44,54,126,40,137.88
105,22,17,41,38,105,63,117.87
79,14,11,71,42,79,45,93.13
121,19,9,54,54,121,55,133.5
101,19,21,79,32,101,35,115.85
55,11,20,55,16,48,28,64.43
57,8,19,30,16,57,23,63.43
39,20,13,39,19,37,27,46.81
62,15,29,26,11,62,36,69.78
55,8,32,24,14,55,33,62.39
36,6,32,36,11,14,24,42.56
71,13,31,31,14,71,46,80.48
84,15,19,44,22,84,44,93.77
82,16,17,49,23,82,33,91.96
66,14,18,34,19,66,26,73.28
67,17,18,50,25,67,41,77.58
61,14,12,17,20,61,61,71.89
76,18,19,76,32,41,38,85.25
117,11,26,79,58,117,42,133.22
122,13,28,122,47,79,57,138.33
163,10,29,163,25,61,41,175.38
116,9,31,56,77,116,37,131.8
87,11,29,59,76,87,47,102.98
72,15,19,72,45,66,72,87.53
67,11,26,57,28,67,44,78.94
77,18,32,24,27,77,38,85.5
61,15,32,31,25,61,41,70.02
91,17,31,91,31,64,45,104.26
54,13,31,54,18,47,51,65.11
77,17,20,77,26,65,72,92.14
106,23,20,70,45,106,87,124.11
59,11,38,23,23,59,40,67.93
55,20,37,36,25,45,55,65.02
101,22,25,65,53,101,49,115.1
94,17,11,69,44,94,64,108.88
76,17,25,41,24,60,76,88.2
153,26,22,55,58,153,72,168.54
86,16,31,46,36,86,63,99.25
142,26,19,95,54,142,81,162.09
155,26,21,79,54,155,88,173.96
154,22,16,87,59,154,78,172.73
111,15,29,77,44,111,40,126.28
96,14,16,34,29,96,37,104.29
67,14,27,50,19,67,42,77.66
53,9,28,13,8,53,47,61.97
83,10,28,33,35,83,56,94.47
112,11,31,59,59,112,47,125.47
81,13,27,51,38,81,50,92.58
123,18,26,123,33,93,42,140.41
75,10,26,17,31,75,41,83.66
44,11,19,44,16,33,42,52.76
79,17,25,31,36,79,48,89.29
71,13,28,71,31,58,42,83.11
93,13,31,62,81,93,41,109.82
106,15,30,106,51,71,51,120.97
57,16,24,57,22,50,37,67.43
56,14,23,37,16,56,37,64.32
73,10,19,17,25,73,50,82.57
74,11,33,19,32,74,67,86.83
93,25,27,70,51,81,93,110.46
95,18,34,85,45,95,63,112.66
91,19,37,31,45,91,53,102.75
50,11,39,36,29,50,43,59.81
87,17,31,26,42,87,38,96.51
156,15,32,79,65,156,48,172.85
186,8,36,104,115,186,76,210.77
131,9,37,110,71,131,50,152.88
81,20,35,80,46,81,63,97.97
104,33,25,76,58,104,97,124.42
94,17,40,34,44,94,45,104.6
62,16,40,62,27,56,47,74.25
56,10,40,54,53,56,42,68.49
75,10,39,75,59,56,55,88.63
71,11,39,71,63,67,60,86.29
71,15,26,71,32,60,56,84.11
100,9,34,76,44,100,52,115.65
101,9,37,81,60,101,42,117.82
110,11,41,110,41,55,57,123.05
79,23,32,37,54,79,72,94.11
76,15,35,47,58,76,46,88.82
112,17,41,112,55,67,63,127.29
64,10,42,39,42,64,47,74.87
86,13,43,47,52,86,53,98.48
84,14,34,40,29,84,33,93.08
63,9,44,55,21,63,55,75.39
63,13,41,44,19,61,63,75.68
49,8,44,20,24,49,48,59.36
51,14,44,46,19,51,51,62.35
