"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"03/23/2012","60","PM2.5","4TH DISTRICT COURT","17-031-6006","AQS","9","43","20","17","60","45"
"03/24/2012","58","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","9","38","10","14","58","36"
"03/25/2012","65","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","10","41","17","17","65","20"
"03/26/2012","42","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","8","42","21","16","23","18"
"03/27/2012","162","PM2.5","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","8","44","10","27","162","30"
"03/28/2012","72","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","8","42","72","41","42","33"
"03/29/2012","47","SO2","NIPSCO Wheatfield","18-073-0002","AQS","8","37","47","16","19","26"
"03/30/2012","65","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","11","35","17","19","65","33"
"03/31/2012","57","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","13","44","11","15","57","37"
"04/01/2012","83","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","22","42","27","29","83","37"
"04/02/2012","61","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","10","45","9","25","61","43"
"04/03/2012","65","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","13","45","27","51","65","42"
"04/04/2012","57","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","17","42","29","57","43","24"
"04/05/2012","60","PM10","Portage- Hwy 12","18-127-0023","AQS","11","45","21","60","33","22"
"04/06/2012","46","Ozone","JARDINE WATER PLANT","17-031-0072","AQS","10","46","39","18","43","38"
"04/07/2012","50","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","14","50","33","27","49","47"
"04/08/2012","70","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","7","46","59","70","65","29"
"04/09/2012","133","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","8","48","54","133","85","49"
"04/10/2012","64","PM10","Portage- Hwy 12","18-127-0023","AQS","8","40","55","64","56","39"
"04/11/2012","45","NO2","IEPA TRAILER","17-031-3103","AQS","10","39","17","26","28","45"
"04/12/2012","79","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","11","47","46","44","79","64"
"04/13/2012","54","NO2","IEPA TRAILER","17-031-3103","AQS","10","50","10","47","50","54"
"04/14/2012","61","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","9","36","11","18","61","29"
"04/15/2012","64","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","8","45","7","28","64","18"
"04/16/2012","44","SO2","NIPSCO Dunes Acres","18-127-0011","AQS","8","44","44","27","41","30"
"04/17/2012","40","Ozone","JARDINE WATER PLANT","17-031-0072","AQS","8","40","26","15","38","40"
"04/18/2012","51","NO2","CTA BUILDING","17-031-0063","AQS","8","50","10","30","47","51"
"04/19/2012","54","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","19","54","54","25","51","53"
"04/20/2012","56","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","10","36","56","16","46","37"
"04/21/2012","43","Ozone","JARDINE WATER PLANT","17-031-0072","AQS","13","43","4","26","41","28"
"04/22/2012","86","PM10","Portage- Hwy 12","18-127-0023","AQS","7","44","33","86","41","23"
"04/23/2012","66","PM10","Portage- Hwy 12","18-127-0023","AQS","10","44","64","66","38","54"
"04/24/2012","92","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","9","47","65","40","92","56"
"04/25/2012","61","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","8","47","9","28","61","51"
"04/26/2012","76","PM10","Portage- Hwy 12","18-127-0023","AQS","10","48","17","76","57","40"
"04/27/2012","49","PM2.5","Gary- Madison St./ Gary Water/ IN American Water Co.","18-089-0031","AQS","7","47","17","33","49","41"
"04/28/2012","52","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","7","45","14","18","52","25"
"04/29/2012","64","Ozone","JARDINE WATER PLANT","17-031-0072","AQS","7","64","17","20","55","36"
"04/30/2012","76","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","13","44","6","30","76","54"
"05/01/2012","67","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","8","43","11","23","67","40"
"05/02/2012","56","NO2","CTA BUILDING","17-031-0063","AQS","8","50","14","34","52","56"
"05/03/2012","57","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","8","50","6","48","57","37"
"05/04/2012","54","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","10","46","26","13","54","54"
"05/05/2012","67","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","8","33","41","24","67","34"
"05/06/2012","64","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","10","43","26","23","64","49"
"05/07/2012","80","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","9","33","9","22","80","53"
"05/08/2012","55","PM2.5","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","9","47","26","26","55","51"
"05/09/2012","46","NO2","CTA BUILDING","17-031-0063","AQS","8","38","24","31","44","46"
"05/10/2012","71","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","8","44","71","21","48","48"
"05/11/2012","90","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","10","90","13","32","53","53"
"05/12/2012","46","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","17","44","17","17","40","46"
"05/13/2012","54","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","14","51","29","29","43","54"
"05/14/2012","101","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","15","101","43","42","54","73"
"05/15/2012","100","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","13","100","51","66","51","60"
"05/16/2012","49","NO2","IEPA TRAILER","17-031-3103","AQS","14","40","29","48","35","49"
"05/17/2012","71","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","9","71","37","28","52","60"
"05/18/2012","115","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","10","115","10","33","59","72"
"05/19/2012","169","Ozone","WATER PLANT","17-031-7002","AQS","10","169","11","48","78","48"
"05/20/2012","112","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","7","112","67","44","74","34"
"05/21/2012","48","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","14","38","7","40","48","38"
"05/22/2012","56","SO2","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","22","44","56","16","50","37"
"05/23/2012","115","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","9","115","11","35","56","48"
"05/24/2012","140","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","6","140","6","66","70","42"
"05/25/2012","87","Ozone","COM ED TRAINING CENTER","17-197-1011","AQS","9","87","41","35","54","37"
"05/26/2012","80","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","10","80","20","55","57","27"
"05/27/2012","147","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","9","147","9","33","66","34"
"05/28/2012","69","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","54","27","52","69","25"
"05/29/2012","67","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","8","67","33","57","58","39"
"05/30/2012","51","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","9","39","21","39","51","34"
"05/31/2012","43","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","10","40","39","13","43","25"
"06/01/2012","49","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","8","46","13","12","49","37"
"06/02/2012","79","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","8","58","79","37","53","37"
"06/03/2012","84","Ozone","Whiting- Whiting HS","18-089-0030","AQS","6","84","59","40","56","29"
"06/04/2012","103","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","19","43","103","31","45","34"
"06/05/2012","60","SO2","NIPSCO Wheatfield","18-073-0002","AQS","20","39","60","32","52","46"
"06/06/2012","52","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","18","44","31","29","52","45"
"06/07/2012","64","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","9","64","33","31","58","49"
"06/08/2012","140","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","10","140","59","52","61","54"
"06/09/2012","147","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","7","147","16","50","69","56"
"06/10/2012","147","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","6","147","10","39","68","29"
"06/11/2012","64","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","7","64","6","36","62","49"
"06/12/2012","62","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","8","49","39","54","62","36"
"06/13/2012","47","PM2.5","VILLAGE GARAGE","17-031-0001","AQS","9","45","16","24","47","32"
"06/14/2012","105","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","7","105","9","31","56","52"
"06/15/2012","177","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","7","177","13","39","64","54"
"06/16/2012","105","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","7","105","14","41","64","40"
"06/17/2012","61","Ozone","VILLAGE GARAGE","17-031-0001","AQS","6","61","20","19","54","28"
"06/18/2012","90","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","6","90","11","50","70","35"
"06/19/2012","77","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","8","77","10","36","62","32"
"06/20/2012","59","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","54","7","36","59","27"
"06/21/2012","67","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","9","67","10","37","59","46"
"06/22/2012","84","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","10","84","70","27","54","47"
"06/23/2012","126","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","14","126","62","54","76","36"
"06/24/2012","150","Ozone","WATER PLANT","17-031-7002","AQS","11","150","43","30","63","48"
"06/25/2012","56","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","14","36","23","56","41","23"
"06/26/2012","90","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","9","90","24","45","59","50"
"06/27/2012","140","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","9","140","39","49","61","52"
"06/28/2012","192","Ozone","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","10","192","13","70","77","63"
"06/29/2012","84","PM2.5","NORTHBROOK WATER PLANT","17-031-4201","AQS","11","84","37","35","84","68"
"06/30/2012","161","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","10","161","7","32","71","54"
"07/01/2012","105","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","8","105","13","41","84","39"
"07/02/2012","179","Ozone","WATER PLANT","17-031-7002","AQS","10","179","11","76","96","52"
"07/03/2012","129","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","8","129","65","53","74","41"
"07/04/2012","103","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","7","61","67","59","103","27"
"07/05/2012","129","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","9","129","84","67","99","53"
"07/06/2012","195","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","8","195","92","64","82","48"
"07/07/2012","94","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","20","84","94","53","69","40"
"07/08/2012","56","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","6","38","7","34","56","25"
"07/09/2012","71","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","8","71","31","33","58","47"
"07/10/2012","48","PM2.5","CITY HALL","17-043-4002","AQS","6","43","40","44","48","28"
"07/11/2012","100","Ozone","LARSEN JUNIOR HIGH","17-089-0005","AQS","6","100","33","27","87","44"
"07/12/2012","136","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","5","136","17","46","62","51"
"07/13/2012","115","Ozone","JARDINE WATER PLANT","17-031-0072","AQS","10","115","14","42","74","87"
"07/14/2012","115","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","15","115","14","38","81","63"
"07/15/2012","122","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS","9","122","69","33","61","78"
"07/16/2012","105","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","10","105","26","46","62","71"
"07/17/2012","100","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","7","100","57","57","65","45"
"07/18/2012","108","Ozone","LARSEN JUNIOR HIGH","17-089-0005","AQS","13","108","31","50","66","42"
"07/19/2012","80","Ozone","JARDINE WATER PLANT","17-031-0072","AQS","22","80","11","12","59","39"
"07/20/2012","57","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","20","51","21","29","57","44"
"07/21/2012","140","Ozone","WATER PLANT","17-031-7002","AQS","11","140","14","38","60","52"
"07/22/2012","80","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","9","80","11","33","67","63"
"07/23/2012","129","Ozone","JARDINE WATER PLANT","17-031-0072","AQS","8","129","44","76","72","58"
"07/24/2012","60","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","6","58","7","24","60","45"
"07/25/2012","87","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","8","87","9","54","66","42"
"07/26/2012","55","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","50","21","43","55","49"
"07/27/2012","52","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","51","7","37","52","41"
"07/28/2012","54","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","44","9","19","54","26"
"07/29/2012","64","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","10","64","23","29","64","61"
"07/30/2012","150","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","8","150","9","40","68","48"
"07/31/2012","64","Ozone","COM ED TRAINING CENTER","17-197-1011","AQS","8","64","7","25","58","50"
"08/01/2012","115","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS","13","115","24","38","64","42"
"08/02/2012","185","Ozone","JARDINE WATER PLANT","17-031-0072","AQS","13","185","13","52","67","53"
"08/03/2012","206","Ozone","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","10","206","20","62","76","68"
"08/04/2012","108","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS","14","108","14","35","64","39"
"08/05/2012","45","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","44","24","25","45","36"
"08/06/2012","100","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","8","100","6","31","45","79"
"08/07/2012","140","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","8","140","9","58","58","68"
"08/08/2012","68","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","9","61","4","31","54","68"
"08/09/2012","53","PM2.5","WASHINGTON HS","17-031-0022","AQS","11","40","16","19","53","39"
"08/10/2012","49","PM10","Portage- Hwy 12","18-127-0023","AQS","7","33","17","49","40","36"
"08/11/2012","42","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","38","36","29","41","42"
"08/12/2012","53","PM2.5","NORTHBROOK WATER PLANT","17-031-4201","AQS","8","41","14","19","53","37"
"08/13/2012","93","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","8","45","6","21","93","69"
"08/14/2012","69","PM2.5","WASHINGTON HS","17-031-0022","AQS","8","61","27","31","69","65"
"08/15/2012","77","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","8","77","9","61","58","50"
"08/16/2012","65","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","6","42","6","26","65","45"
"08/17/2012","66","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","44","49","23","36","66"
"08/18/2012","64","Ozone","WATER PLANT","17-031-7002","AQS","9","64","30","30","53","62"
"08/19/2012","97","Ozone","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","7","97","41","26","59","63"
"08/20/2012","65","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","7","49","43","43","61","65"
"08/21/2012","64","NO2","COM ED MAINTENANCE BLDG","17-031-0076","AQS","8","50","34","24","54","64"
"08/22/2012","98","PM2.5","NORTHBROOK WATER PLANT","17-031-4201","AQS","6","93","13","31","98","64"
"08/23/2012","129","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","6","129","14","44","60","52"
"08/24/2012","177","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","6","177","30","47","68","57"
"08/25/2012","195","Ozone","CAMP LOGAN TRAILER","17-097-1007","AQS","6","195","41","53","77","52"
"08/26/2012","59","PM2.5","WASHINGTON HS","17-031-0022","AQS","6","42","9","33","59","25"
"08/27/2012","61","Ozone","CHIWAUKEE PRAIRIE STATELINE","55-059-0019","AQS","6","61","4","21","55","44"
