"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2011","51","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","6","32","51","9","35","12"
"01/02/2011","50","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","7","33","50","11","23","31"
"01/03/2011","46","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS","10","25","37","25","46","46"
"01/04/2011","102","SO2","COOK COUNTY TRAILER","17-031-1601","AQS","10","31","102","20","55","33"
"01/05/2011","59","PM2.5","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","9","22","31","26","59","56"
"01/06/2011","84","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","7","31","51","65","84","43"
"01/07/2011","50","PM2.5","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS","6","30","24","36","50","38"
"01/08/2011","75","PM10","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","5","28","54","75","27","34"
"01/09/2011","67","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","13","31","29","34","67","49"
"01/10/2011","67","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","17","35","20","36","67","53"
"01/11/2011","52","PM2.5","CITY HALL","17-043-4002","AQS","8","31","21","23","52","36"
"01/12/2011","75","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","7","32","41","41","75","41"
"01/13/2011","69","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","10","33","47","27","69","48"
"01/14/2011","77","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","11","21","17","37","77","46"
"01/15/2011","98","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","9","29","59","35","98","39"
"01/16/2011","64","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","9","31","56","15","64","47"
"01/17/2011","84","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","9","29","24","17","84","43"
"01/18/2011","62","PM2.5","NORTHBROOK WATER PLANT","17-031-4201","AQS","8","33","20","18","62","34"
"01/19/2011","65","PM2.5","NORTHBROOK WATER PLANT","17-031-4201","AQS","8","33","30","21","65","48"
"01/20/2011","58","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS","9","31","27","19","58","50"
"01/21/2011","69","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","9","30","43","54","69","49"
"01/22/2011","63","PM2.5","Hammond- Purdue/ Powers Bldg. Purdue University","18-089-2004","AQS","8","31","26","23","63","37"
"01/23/2011","64","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","10","34","23","25","64","43"
"01/24/2011","82","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","9","29","46","22","82","42"
"01/25/2011","95","PM2.5","CARY GROVE HS","17-111-0001","AQS","9","31","34","35","95","51"
"01/26/2011","90","PM2.5","Gary- Burr St./ pumping station near truck stop","18-089-0026","AQS","13","31","6","21","90","48"
"01/27/2011","83","PM2.5","Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker","18-089-0022","AQS","11","32","19","25","83","50"
