Overall AQI Value,Ozone,PM25,NO2
51,46,51,46
56,42,56,56
59,37,59,50
54,44,54,45
53,40,53,53
62,38,62,43
63,37,63,31
58,39,58,27
48,39,48,35
55,41,55,42
53,32,53,45
57,42,57,54
48,40,46,48
63,40,63,35
67,42,67,30
68,40,68,36
65,41,65,49
63,39,63,58
68,41,68,55
120,47,120,66
97,48,97,35
96,61,96,35
54,43,54,27
51,39,51,43
59,42,59,41
54,42,54,33
54,45,54,49
50,45,40,50
58,47,41,58
58,39,58,54
64,43,64,42
46,46,28,41
57,47,49,57
63,51,47,63
74,74,60,55
64,64,63,32
65,51,65,43
71,44,71,34
66,46,66,33
70,44,70,36
74,37,74,29
44,44,27,17
43,43,28,22
49,49,46,40
67,51,67,48
72,50,72,61
86,51,86,47
77,40,77,36
62,40,62,31
46,46,40,27
49,49,33,41
54,49,54,38
58,44,49,37
89,49,89,30
123,67,123,40
70,47,70,32
66,47,35,31
50,50,35,46
67,67,57,52
63,61,63,45
62,50,62,37
61,61,51,53
93,93,53,54
133,133,63,45
90,90,67,57
62,58,62,38
45,45,24,25
46,46,32,31
49,49,34,27
47,47,43,31
58,58,55,28
90,90,58,50
77,77,55,60
77,77,66,47
80,71,80,35
106,90,106,53
179,179,136,34
151,151,105,22
74,74,59,28
57,41,57,33
54,40,54,39
41,41,35,21
58,58,51,39
101,101,64,39
108,108,70,24
101,101,79,38
66,54,66,26
64,64,52,25
71,71,61,30
70,51,70,36
97,97,70,36
101,101,75,31
90,90,82,33
97,97,83,42
119,119,83,44
151,151,88,25
126,126,79,21
159,159,83,20
140,140,82,27
112,112,66,30
84,84,64,41
156,156,74,44
154,154,79,36
87,87,68,34
150,150,79,33
187,187,85,27
172,172,90,42
126,126,75,35
93,93,67,25
101,101,65,22
71,71,50,20
48,48,35,20
67,67,55,31
122,122,60,29
119,119,68,33
100,100,70,35
164,164,100,36
156,156,114,35
129,129,99,22
115,115,73,12
68,58,68,15
54,54,53,30
77,77,69,35
122,122,79,39
143,143,66,35
126,126,88,18
133,133,82,13
122,122,87,38
151,151,85,39
154,154,86,30
115,115,81,25
112,112,82,18
133,133,91,26
161,161,80,24
99,97,99,25
108,108,71,23
143,143,90,25
147,147,92,40
93,93,86,29
80,80,56,26
87,87,56,25
71,71,45,33
100,100,49,42
101,101,64,39
126,126,63,37
129,129,71,36
133,133,53,25
119,119,63,22
122,122,61,26
112,112,71,29
105,105,101,15
115,90,115,19
105,105,71,32
140,140,69,36
133,133,64,34
200,200,66,45
174,174,76,42
207,207,91,39
91,90,91,63
115,105,115,58
140,140,91,39
101,101,78,17
77,77,52,16
79,61,79,23
51,51,48,46
105,105,58,51
97,97,65,29
156,156,81,27
151,151,77,21
112,112,75,29
84,84,79,28
108,108,75,27
101,101,74,26
101,101,75,33
147,147,66,33
169,169,69,32
143,143,78,35
174,174,81,37
156,156,76,34
156,156,73,34
129,129,72,28
150,150,72,22
169,169,56,26
129,129,67,42
156,156,79,41
174,174,80,43
156,156,79,49
192,192,80,55
205,205,87,34
187,187,67,32
190,190,65,36
136,136,60,41
122,122,66,43
126,126,66,63
129,129,64,50
133,133,61,40
136,136,60,25
115,115,74,33
90,90,81,29
73,61,73,22
105,105,85,22
84,84,68,28
101,101,66,21
100,100,65,34
126,126,56,42
80,80,65,49
159,159,76,41
115,115,81,41
80,80,79,40
90,90,60,39
140,140,56,34
160,154,160,32
101,101,68,49
66,39,66,49
64,61,64,45
65,48,65,41
174,174,70,35
154,154,76,32
79,71,79,42
74,44,74,35
74,74,70,25
93,93,77,41
100,100,64,89
133,133,62,54
147,147,74,47
93,93,88,40
93,93,77,51
87,87,68,52
115,115,80,61
147,147,88,56
140,140,97,45
119,119,78,43
64,48,64,37
73,67,73,33
82,80,82,45
84,58,84,43
77,50,77,42
87,87,71,54
154,154,72,46
105,105,74,72
100,100,72,66
88,64,88,55
77,77,75,31
89,71,89,32
79,71,79,31
90,90,72,27
69,47,69,31
61,44,61,32
45,40,45,28
47,32,47,35
48,38,48,31
61,50,61,40
61,54,61,42
61,49,61,48
87,87,66,62
133,133,74,80
71,42,52,71
87,87,62,36
61,48,61,17
43,43,39,19
51,44,51,22
47,44,47,30
44,44,40,41
55,45,51,55
62,49,54,62
60,58,48,60
84,84,55,55
97,90,80,97
99,87,99,67
103,48,103,58
107,44,107,43
97,43,97,42
98,58,98,56
71,54,71,56
72,44,52,72
72,41,72,54
138,51,138,50
70,42,70,34
41,41,37,35
41,41,38,34
53,43,53,44
59,44,59,49
61,41,56,61
79,34,69,79
81,30,81,68
72,31,72,48
56,33,56,33
54,36,54,29
53,35,53,35
60,37,60,45
82,38,82,49
114,43,114,43
101,44,101,76
57,39,57,53
89,42,89,35
115,39,115,45
101,42,101,50
101,29,101,42
69,31,69,31
51,27,51,25
45,33,45,25
35,34,35,25
44,35,44,31
86,23,86,38
107,31,107,58
123,30,123,44
144,35,144,64
153,34,153,50
163,36,163,44
108,39,108,54
85,34,85,51
72,35,72,40
43,39,43,33
57,32,57,41
53,38,53,32
53,37,53,26
59,38,59,37
37,37,30,29
50,40,43,50
54,36,52,54
71,31,71,52
80,31,80,42
66,40,66,24
57,36,57,32
114,31,114,34
74,39,74,36
48,37,31,48
63,33,63,46
74,31,74,39
74,34,74,37
102,35,102,40
142,43,142,38
66,43,66,54
75,44,75,56
65,39,65,49
89,31,89,52
71,39,71,38
58,40,58,45
73,38,73,52
84,32,84,71
51,39,51,36
38,38,23,35
59,39,59,39
77,38,77,40
54,41,54,50
61,39,61,54
76,39,76,57
69,44,64,69
58,42,55,58
59,42,59,53
48,41,47,48
76,40,58,76
76,31,63,76
76,29,51,76
54,19,54,42
57,18,57,35
59,30,59,27
55,39,55,32
39,39,23,31
54,37,54,38
73,33,73,53
71,35,71,60
67,29,67,58
76,31,76,58
52,39,52,33
88,39,88,43
149,40,149,43
108,43,108,40
94,43,94,35
44,44,30,41
62,40,62,42
59,43,59,37
60,45,60,45
57,40,57,46
74,38,74,51
86,44,86,67
76,43,56,76
49,49,40,49
59,51,59,45
73,48,73,39
52,45,39,33
44,44,19,37
50,43,50,43
58,41,58,43
64,48,64,40
56,45,56,38
52,45,52,49
65,48,65,52
63,49,49,63
62,44,47,62
64,50,56,64
61,61,57,56
74,47,74,47
71,42,71,32
103,45,103,31
43,42,43,34
43,43,42,31
44,44,35,35
59,44,59,37
62,54,62,43
74,50,74,55
88,67,88,71
78,64,64,78
97,97,83,89
132,84,132,55
122,58,122,34
97,80,97,23
92,58,92,32
108,49,108,40
92,54,92,48
64,49,64,38
74,64,74,40
87,87,79,33
119,119,100,45
106,93,106,51
106,101,106,40
75,58,75,30
85,44,85,37
92,43,92,36
73,51,73,31
53,33,53,21
48,41,48,25
65,49,65,33
86,74,86,34
93,47,93,28
62,44,62,26
65,50,65,27
67,50,67,28
51,48,51,20
54,54,48,40
64,64,55,50
90,90,64,40
79,74,79,30
87,87,86,23
51,49,51,12
54,48,54,25
46,46,45,28
50,50,27,42
58,58,41,50
80,80,50,50
105,105,72,44
154,154,79,35
122,122,87,30
74,74,72,30
87,87,73,25
74,74,55,27
93,93,58,36
112,112,73,36
169,169,89,28
133,133,83,30
93,93,69,22
93,93,63,29
115,115,63,63
169,169,75,62
156,156,76,55
67,67,63,14
53,46,53,26
53,49,53,27
58,58,55,28
67,67,64,31
84,84,80,33
140,140,95,40
172,172,87,50
147,147,73,79
100,100,66,35
87,87,73,25
76,71,76,23
67,67,62,24
97,97,56,25
115,115,60,27
112,112,65,43
161,161,80,34
97,97,82,17
87,87,72,30
119,119,76,32
105,105,70,22
84,84,67,21
71,71,58,20
59,54,59,24
77,77,62,28
126,126,76,25
112,112,82,33
187,187,98,28
150,150,82,14
93,93,64,26
101,101,59,24
143,143,62,28
100,100,70,36
119,119,75,41
136,136,79,20
122,122,69,15
71,71,53,25
112,112,50,36
93,93,68,37
119,119,74,29
161,161,70,28
150,150,73,23
140,140,72,24
119,119,77,28
100,100,70,29
64,64,58,34
101,101,66,40
126,126,69,38
140,140,68,34
90,90,68,14
54,45,54,21
61,61,56,26
143,143,56,36
67,67,65,39
154,154,69,49
197,197,67,39
190,190,74,39
90,90,72,45
100,100,77,38
129,129,61,32
129,129,92,26
163,108,163,22
119,119,66,19
150,150,76,22
129,129,68,37
166,166,74,54
80,80,71,38
74,49,74,36
77,77,77,31
115,115,85,28
166,166,74,28
74,74,67,28
101,101,54,37
119,119,51,45
169,169,63,43
169,169,74,39
150,150,81,26
75,71,75,27
90,90,75,30
108,108,53,26
108,108,53,27
136,136,57,26
119,119,68,37
161,161,61,33
93,93,69,16
77,77,67,25
71,71,58,28
105,105,66,24
93,93,71,34
150,150,75,35
140,140,82,21
136,136,76,24
87,87,76,34
71,71,70,31
74,74,67,33
67,67,52,36
77,77,61,31
101,101,70,23
115,115,67,28
151,151,70,30
169,169,87,38
166,166,103,37
172,172,95,38
172,172,92,40
100,100,75,42
129,129,76,29
100,100,78,30
105,105,71,32
80,80,58,42
71,71,49,46
97,97,60,43
108,108,69,39
133,133,80,45
58,51,58,50
74,74,58,49
67,67,60,43
77,77,57,47
105,105,56,45
56,41,56,45
47,38,47,27
54,50,54,19
57,48,57,37
58,58,58,55
93,93,70,67
67,67,64,61
112,112,64,48
119,119,65,34
84,84,59,38
69,64,69,32
60,48,60,31
84,84,63,40
119,119,62,52
166,166,70,51
159,159,71,39
97,97,71,45
87,87,83,34
93,93,76,37
105,105,84,40
154,154,84,27
84,84,63,22
51,51,38,34
80,80,50,49
87,87,54,65
58,58,57,39
49,43,49,33
52,45,52,47
67,67,52,47
105,105,54,48
69,64,69,49
93,93,63,42
74,74,63,29
69,64,67,33
74,67,74,49
67,67,43,58
90,90,46,55
80,80,61,57
68,46,68,37
48,40,48,28
59,43,59,35
67,50,67,42
80,80,67,39
65,51,65,28
66,51,66,51
56,49,55,56
57,47,55,57
87,87,57,58
77,77,65,67
74,74,73,61
105,105,87,40
118,80,118,53
87,58,87,62
93,51,93,31
95,64,95,36
99,61,99,67
117,61,117,60
103,80,103,42
40,38,35,25
43,41,43,29
54,42,54,39
61,47,61,52
66,45,66,62
64,61,64,47
84,84,68,31
56,48,56,39
63,43,63,58
56,40,56,51
60,39,50,60
62,40,62,53
88,48,88,55
85,84,85,46
81,51,81,70
86,31,86,81
77,41,77,68
80,40,61,80
78,50,78,45
62,46,62,35
63,50,63,37
66,49,66,39
58,44,58,35
60,39,60,35
37,37,34,34
42,40,42,34
47,37,47,34
63,41,63,34
72,35,72,46
82,32,82,62
74,34,74,63
67,47,67,45
79,26,79,39
73,39,73,40
62,38,62,41
102,34,67,102
65,40,65,47
50,44,46,50
58,44,58,48
64,44,64,45
61,37,61,41
68,40,68,37
71,44,71,53
56,41,56,52
56,36,56,52
71,33,71,53
103,33,103,49
101,41,101,60
74,39,74,46
54,38,53,54
75,33,75,70
71,33,71,51
52,36,52,41
64,34,64,42
94,35,94,36
117,33,117,49
92,35,92,58
85,37,85,63
100,44,100,44
71,42,54,71
65,35,55,65
64,31,64,48
70,43,70,49
69,34,69,57
96,26,96,66
161,37,161,73
111,34,111,62
84,23,84,67
118,34,118,57
97,41,97,57
61,38,57,61
64,29,64,56
92,39,92,55
122,40,122,47
142,35,142,64
114,35,114,70
115,39,115,53
85,40,85,68
107,45,65,107
85,43,69,85
98,45,70,98
94,40,94,72
80,38,80,63
95,35,95,57
107,36,107,83
92,35,92,85
77,33,77,56
96,37,96,68
89,36,89,80
72,42,72,61
76,40,76,42
75,44,75,41
96,42,96,60
125,48,125,74
95,47,95,41
50,39,50,34
45,39,45,41
51,37,51,39
41,41,33,40
48,37,48,40
55,44,55,45
63,34,63,42
62,37,62,31
51,34,51,31
58,33,58,36
59,36,59,37
67,33,67,57
84,39,84,71
72,37,72,61
92,36,92,87
116,43,116,68
95,46,95,51
78,41,78,47
94,44,94,42
87,44,87,42
89,43,89,56
69,61,69,63
84,51,84,50
117,100,117,47
96,84,96,46
91,44,91,39
56,37,56,26
41,38,41,25
41,41,36,30
44,38,44,34
61,37,61,36
59,36,59,38
72,38,72,34
80,49,80,45
79,40,79,37
65,44,65,50
61,49,61,61
61,61,40,42
58,58,47,49
58,46,58,50
59,50,59,42
68,51,68,38
74,47,74,42
87,87,66,45
87,87,65,47
67,67,63,45
66,49,66,33
71,50,71,42
72,58,72,44
71,64,71,35
74,74,63,29
67,64,67,32
86,61,86,35
80,64,80,36
43,43,36,23
51,44,51,33
63,47,63,36
64,64,63,39
48,48,34,25
53,46,45,31
47,47,31,26
46,46,36,34
48,47,48,38
48,46,48,34
52,46,52,34
64,64,57,50
67,67,57,53
101,101,66,67
80,80,64,62
81,49,81,72
77,50,77,51
70,51,70,37
66,61,66,22
74,74,70,50
84,84,81,49
89,77,89,24
101,101,84,26
71,71,64,28
74,74,72,32
119,119,76,27
108,108,88,34
71,71,71,35
67,67,63,49
100,100,66,41
64,58,64,37
49,49,40,25
67,67,57,26
80,80,60,50
93,93,63,62
126,126,82,74
108,108,59,64
150,150,62,81
159,159,69,55
122,122,64,44
74,74,60,24
53,44,53,21
61,46,61,34
65,64,65,31
71,71,66,35
71,71,66,28
61,58,58,34
74,74,45,53
97,97,52,58
105,105,54,63
119,119,51,64
177,177,76,61
177,177,91,42
97,97,82,17
73,67,73,18
60,43,60,18
64,45,64,25
66,46,66,27
145,74,145,23
79,67,79,23
122,122,75,16
156,156,80,20
154,154,89,25
119,119,91,23
112,112,79,24
136,136,92,45
136,136,85,35
151,151,80,32
97,97,77,34
105,105,69,37
119,119,67,44
143,143,84,30
126,126,82,29
122,122,90,20
195,195,89,21
177,177,95,27
119,119,85,25
93,93,69,23
101,101,72,23
97,97,76,23
122,122,83,21
97,97,79,18
75,64,75,21
66,49,66,27
74,74,71,26
108,108,77,37
126,126,84,47
143,143,79,29
105,105,83,19
115,115,85,25
129,129,89,23
126,126,89,25
80,80,79,25
93,93,71,17
115,115,79,20
151,151,85,17
136,136,85,22
133,133,76,24
151,151,79,29
177,177,96,36
126,105,126,32
151,100,151,24
80,80,74,21
122,122,67,25
119,119,75,26
119,119,78,23
100,100,73,21
66,61,66,23
143,143,69,24
172,172,67,25
74,50,74,24
80,80,69,22
66,64,66,16
58,47,58,16
67,67,59,21
61,43,61,20
77,77,63,21
67,67,58,21
57,54,57,26
93,93,56,40
147,147,64,47
126,126,75,30
115,115,80,29
126,126,70,27
90,90,66,34
143,143,73,41
179,179,71,38
205,205,72,34
172,172,74,35
101,101,83,33
108,108,75,34
84,84,66,30
89,61,58,31
77,77,62,21
112,112,65,22
154,154,74,27
166,166,83,18
154,154,76,28
93,93,66,39
90,90,63,29
63,51,63,25
70,58,70,30
63,48,63,41
67,67,60,36
126,126,61,28
112,112,69,38
67,61,67,17
71,71,66,21
62,58,62,28
59,49,59,29
87,87,62,22
97,97,59,18
61,61,59,32
77,77,71,39
87,87,66,42
80,80,62,47
161,161,73,50
203,203,72,37
161,161,75,31
129,129,75,16
119,119,71,48
112,112,71,27
90,90,71,24
119,119,74,38
156,156,80,36
143,143,74,36
72,48,72,37
66,50,66,35
100,100,67,46
122,122,68,50
126,126,77,51
172,172,80,46
164,164,75,44
112,112,84,65
187,187,73,57
101,101,70,49
62,39,62,23
65,51,65,23
71,61,71,24
74,74,63,20
77,77,65,36
97,97,70,46
63,54,63,52
60,38,59,60
55,48,55,25
63,50,63,24
65,50,65,25
61,61,60,34
90,90,67,40
87,87,72,43
71,71,57,52
101,101,55,65
112,112,63,72
190,190,66,45
143,143,68,58
129,129,67,53
126,126,68,48
72,71,72,26
105,105,83,29
112,112,84,35
147,147,95,29
92,71,92,47
84,74,84,30
59,42,59,27
74,74,64,30
90,90,65,33
93,93,63,36
80,80,65,29
73,61,73,30
74,49,74,42
77,77,67,54
100,100,85,70
84,84,81,77
60,50,60,49
55,47,55,37
62,51,62,41
64,61,64,44
84,84,61,60
71,71,65,53
66,39,66,33
53,44,53,26
95,44,58,95
48,41,48,46
64,44,51,64
86,38,72,86
75,36,75,55
57,47,55,57
82,49,73,82
97,97,79,45
89,54,89,31
62,42,62,32
52,43,52,37
59,40,59,40
69,42,69,34
64,44,64,30
64,48,64,43
49,43,38,49
47,33,42,47
56,43,56,45
57,38,57,46
48,39,48,39
63,37,51,39
55,43,55,46
67,42,43,67
54,36,41,54
87,36,72,87
58,44,58,47
91,42,91,48
69,54,69,42
54,38,54,25
94,26,94,39
103,23,40,103
29,19,29,25
48,34,48,27
71,27,71,44
67,34,67,35
57,36,57,34
57,35,53,57
63,39,63,48
89,28,89,50
85,42,85,34
44,44,33,34
58,40,58,32
62,39,62,34
70,31,70,42
62,22,62,39
43,37,43,39
72,32,72,38
76,30,76,47
88,33,88,37
114,33,114,39
103,31,103,56
70,34,70,66
65,36,65,43
76,43,76,30
41,39,39,41
53,41,53,37
80,37,80,40
97,36,97,42
72,41,72,43
89,40,89,42
156,35,156,38
105,35,105,40
106,37,106,42
107,40,107,45
57,37,57,51
63,36,52,52
59,33,59,56
77,25,77,56
105,25,105,62
123,18,123,42
76,35,76,28
103,31,103,35
114,38,114,41
70,36,70,49
46,35,46,44
54,31,54,46
80,39,80,63
105,35,105,50
110,39,110,69
153,31,153,56
159,41,159,53
83,38,83,52
53,39,53,48
72,42,72,54
86,41,47,86
50,31,50,45
52,33,52,35
56,38,56,41
64,32,64,45
78,29,78,36
69,40,69,33
73,38,73,41
87,40,87,61
120,41,120,72
156,48,156,69
149,49,149,72
141,44,141,57
98,30,98,45
72,33,72,34
48,40,48,36
60,42,60,51
55,44,55,55
51,46,43,51
56,48,56,54
58,58,55,51
93,93,65,46
101,90,101,43
110,64,110,38
127,50,127,41
152,71,152,42
130,49,130,41
80,47,80,36
60,42,60,27
50,37,50,42
43,43,41,40
60,40,60,43
71,45,71,43
66,41,66,36
42,42,40,25
48,38,48,19
56,42,56,33
54,42,54,35
50,47,50,44
54,48,45,54
54,46,51,54
60,54,60,51
71,71,63,42
91,74,91,43
115,115,114,65
83,46,83,65
60,49,58,60
61,50,55,61
84,84,45,50
93,93,48,51
100,100,55,60
87,87,61,51
74,48,74,27
125,64,125,39
114,80,114,32
100,100,91,32
74,64,74,22
58,46,58,30
51,47,51,39
60,54,60,49
62,58,48,62
90,90,55,51
77,77,56,46
80,80,62,37
112,112,82,36
97,97,77,38
77,77,73,32
80,80,63,49
80,80,80,64
134,112,134,56
87,87,62,30
58,58,43,38
46,46,38,42
49,49,38,46
74,74,51,47
105,105,62,39
112,112,62,39
136,136,57,26
112,112,78,41
77,71,77,43
84,84,63,61
84,84,50,57
100,100,54,74
129,129,60,42
150,150,88,33
119,119,70,36
61,61,61,25
61,61,56,29
56,51,56,45
51,44,51,42
50,48,50,25
77,77,55,28
108,108,57,52
112,112,55,66
119,119,66,68
125,90,125,70
77,77,74,53
74,54,74,49
77,77,68,21
59,51,59,40
69,49,69,39
54,49,54,37
55,51,55,39
50,44,50,33
64,51,64,27
97,97,66,29
87,87,66,42
108,108,63,40
97,97,63,37
49,49,41,41
58,58,46,52
77,77,53,25
93,93,58,20
79,64,79,35
77,77,54,31
71,71,63,33
60,58,60,41
53,44,53,36
54,54,54,25
71,71,60,24
84,84,68,20
93,93,72,44
119,119,68,101
143,143,71,35
159,159,89,41
172,172,99,26
154,154,85,17
100,100,80,42
100,100,63,31
67,67,64,24
64,58,64,36
105,105,64,29
122,122,63,29
140,140,64,21
126,126,70,48
61,58,61,49
71,71,67,31
105,105,62,28
84,84,81,28
126,126,71,17
129,129,71,17
154,154,77,38
174,174,86,40
192,192,111,47
174,174,96,49
190,190,84,53
203,203,80,44
154,154,77,23
187,187,76,37
177,177,70,36
195,195,72,39
179,179,72,36
140,140,74,36
112,112,69,28
166,166,70,25
122,122,70,37
161,161,71,47
101,101,66,45
143,143,66,34
97,97,71,24
111,101,111,19
167,84,167,15
87,87,75,34
108,108,82,26
67,61,67,25
62,39,62,28
57,54,57,30
80,80,58,23
74,74,61,22
77,77,65,30
66,54,66,33
105,105,70,27
119,119,72,26
119,119,59,37
63,38,63,31
58,49,58,24
54,41,54,27
71,71,52,26
85,46,48,29
58,58,58,25
90,90,64,34
100,100,60,26
90,90,58,26
112,112,60,25
177,177,69,31
151,151,71,41
112,112,75,35
115,115,70,29
133,133,75,22
133,133,72,19
126,126,71,33
126,126,62,40
105,105,59,45
77,77,66,36
87,87,65,24
126,126,62,27
122,122,62,21
108,108,59,38
115,115,66,38
119,119,57,48
126,126,62,52
105,105,64,46
143,143,64,43
177,177,79,39
129,129,83,30
156,156,77,31
150,150,83,37
164,164,83,28
169,169,87,24
161,161,89,24
151,151,76,21
151,151,78,35
84,84,81,46
143,143,88,44
151,151,73,61
143,143,70,54
129,129,64,38
80,80,55,16
93,93,66,33
126,126,61,27
150,150,62,28
97,97,64,28
122,122,60,26
122,122,63,24
105,105,65,36
67,67,57,42
58,58,56,52
77,77,63,61
154,154,71,39
133,133,66,60
64,64,63,40
67,67,60,26
63,39,63,31
49,24,49,20
68,50,68,33
64,64,55,34
129,129,60,42
179,179,68,51
143,143,60,37
129,129,67,42
147,147,81,29
161,161,82,43
169,169,79,50
136,136,74,48
154,154,74,44
129,129,70,31
126,126,70,42
105,105,64,39
140,140,65,53
71,71,64,41
56,54,56,36
115,115,61,30
58,58,47,23
54,54,53,46
56,50,56,44
71,71,69,41
108,108,80,74
101,101,63,94
93,93,52,48
122,122,56,49
112,112,61,71
122,122,64,51
65,48,65,47
59,39,59,32
64,33,64,42
62,48,62,24
56,45,56,22
56,48,56,36
57,46,57,42
55,48,55,44
61,61,60,38
69,50,69,52
58,58,54,45
61,44,61,44
97,97,62,72
74,51,74,67
72,61,72,66
46,46,40,41
52,43,39,52
54,54,52,49
108,108,60,39
59,50,59,38
45,44,45,38
42,42,42,37
49,43,49,43
52,43,52,49
51,44,51,45
56,51,56,39
59,47,59,38
50,47,50,39
48,42,42,48
54,45,45,54
62,42,55,62
72,44,72,50
63,54,63,42
40,40,30,36
55,39,55,50
67,40,60,67
72,36,66,72
73,38,66,73
64,41,58,64
48,43,40,48
61,50,53,61
60,49,60,46
52,43,52,43
65,41,65,41
60,39,60,39
57,36,57,39
50,41,50,45
62,39,54,62
72,39,68,72
63,36,56,63
61,32,55,61
62,40,62,56
65,38,65,42
61,37,61,44
66,39,62,66
71,39,71,67
88,31,88,83
76,41,76,61
47,41,40,47
39,39,35,36
51,39,51,32
38,38,37,36
53,37,45,53
58,32,58,52
67,29,67,54
67,31,67,57
81,36,81,43
73,36,73,33
76,34,76,44
67,37,67,38
54,39,54,42
58,38,58,42
52,39,52,23
57,38,57,45
74,37,74,37
67,32,67,46
63,34,63,58
83,32,83,57
84,39,84,51
101,40,101,42
80,37,80,42
100,40,100,41
64,38,64,48
53,40,53,40
61,43,61,42
57,41,57,45
59,40,59,40
75,33,75,35
75,37,75,29
73,37,73,53
60,35,60,52
71,36,71,58
75,39,75,41
71,41,71,35
81,37,81,32
100,35,100,37
72,33,72,31
65,27,65,38
73,29,73,38
54,33,54,45
68,25,68,50
66,39,66,38
63,41,63,33
61,39,61,53
68,42,64,68
62,33,57,62
72,39,72,61
72,37,72,52
66,36,66,32
40,40,29,18
47,38,23,47
52,37,45,52
56,38,52,56
58,40,58,53
66,42,62,66
55,43,55,53
65,48,65,55
87,44,77,87
62,40,49,62
68,38,68,68
84,41,84,77
90,80,90,73
113,77,113,64
95,58,95,67
80,49,78,80
63,58,60,63
55,40,55,49
44,44,37,39
55,43,55,42
60,45,60,36
74,61,74,42
69,50,69,60
67,44,66,67
55,49,43,55
67,67,61,64
70,58,70,61
90,90,84,48
115,115,101,35
109,84,109,51
134,90,134,58
124,74,124,55
86,49,86,42
85,47,85,39
63,36,63,28
45,45,45,24
44,44,33,36
44,44,43,40
53,43,53,48
62,38,62,45
45,43,45,29
50,42,50,29
54,43,54,26
43,43,40,36
54,46,54,42
77,77,57,66
100,100,67,45
87,77,87,33
101,101,97,27
113,97,113,25
81,44,81,29
56,46,56,38
51,44,51,48
61,47,61,54
58,58,53,42
87,87,75,30
108,108,80,22
59,45,59,33
45,43,45,42
52,45,52,36
50,46,50,42
64,48,64,37
101,101,71,37
87,87,63,35
64,64,57,46
105,105,62,47
74,74,64,55
67,47,67,45
67,38,67,31
54,33,54,25
49,41,49,26
54,45,54,33
54,51,54,29
59,48,59,31
71,71,63,34
55,50,55,41
61,61,57,44
97,97,55,40
108,108,59,55
115,115,63,60
108,108,64,64
112,112,45,47
50,50,42,31
67,67,41,30
77,77,53,25
64,50,64,43
64,64,54,38
65,64,65,33
54,50,54,30
58,58,58,28
55,51,55,19
80,80,64,21
67,67,66,39
84,84,67,40
77,77,67,48
42,41,42,32
44,44,35,29
46,46,38,25
44,44,34,24
50,50,49,37
77,77,58,33
101,101,65,40
105,105,69,34
115,115,87,36
77,77,76,15
52,45,52,15
59,49,59,27
64,64,57,37
63,58,63,44
74,74,73,23
54,54,54,22
48,48,41,24
48,48,43,21
49,49,40,28
47,44,47,28
42,42,38,26
53,46,53,33
87,87,58,29
108,108,74,23
90,90,56,13
101,101,56,15
100,100,79,26
100,100,82,34
190,190,88,43
166,166,103,46
209,209,92,36
140,140,64,24
108,108,68,25
84,84,68,33
164,164,75,30
133,133,79,30
105,105,71,20
54,50,54,16
49,49,43,14
61,61,44,31
97,97,92,26
71,71,62,26
97,97,74,35
169,169,99,53
119,119,74,42
143,143,59,44
126,126,78,80
126,126,80,30
119,119,71,29
151,151,84,30
122,122,83,24
187,187,90,21
195,195,81,25
177,177,92,37
133,133,96,36
210,210,80,36
166,166,89,36
105,105,88,21
122,122,69,16
84,84,69,13
90,90,79,16
129,129,122,26
136,136,69,27
126,126,74,25
126,126,76,26
133,133,69,27
87,87,70,24
108,108,73,27
133,133,82,28
156,156,67,30
156,156,66,40
126,126,75,29
143,143,71,22
133,133,66,21
115,115,67,34
115,115,60,40
105,105,67,49
105,105,74,52
169,169,69,58
201,182,201,44
156,93,156,33
134,90,134,30
133,133,67,31
112,112,65,36
172,172,70,31
206,206,76,40
122,122,91,24
101,101,64,17
105,105,65,30
119,119,61,30
122,122,65,27
147,147,75,28
136,136,82,38
140,140,71,21
136,136,74,16
156,156,87,31
129,129,82,27
119,119,74,30
129,129,71,40
77,77,66,35
136,136,66,26
172,172,65,35
112,112,65,45
97,97,63,50
115,115,68,53
84,84,67,41
100,100,74,36
71,51,71,25
77,77,69,26
77,58,77,34
122,122,75,42
129,129,77,36
140,140,81,30
97,97,82,19
108,108,81,24
126,126,78,22
161,161,84,45
187,187,84,42
151,151,81,40
80,80,73,35
84,84,79,25
87,87,67,14
64,49,64,17
70,67,70,18
93,93,71,34
129,129,80,38
97,97,81,33
87,87,80,38
108,108,77,33
69,64,69,28
74,46,74,25
55,43,55,36
74,74,59,38
84,84,65,38
112,112,68,44
126,126,74,38
147,147,75,44
73,64,73,54
71,71,62,45
84,84,60,41
77,44,66,31
64,46,64,43
80,80,65,55
112,112,60,50
64,64,55,62
64,64,59,56
77,77,61,43
97,97,61,62
71,71,64,52
67,51,67,34
74,74,68,26
62,47,62,42
60,54,60,34
61,61,59,43
80,80,62,58
77,77,75,72
105,105,71,67
108,108,57,43
63,46,57,63
64,44,64,40
73,45,73,41
76,74,76,45
82,77,82,45
67,43,67,25
53,36,47,16
50,42,50,41
62,45,53,62
81,47,67,81
71,51,54,71
70,64,62,70
77,77,62,48
63,40,63,31
67,33,67,42
60,43,60,40
61,44,61,47
66,42,63,66
48,28,48,45
51,30,51,36
55,27,55,27
52,37,52,41
59,39,59,33
66,44,55,66
80,43,61,80
67,37,67,58
77,61,77,50
81,58,81,36
82,48,82,64
95,47,72,95
65,44,58,65
72,44,57,72
68,46,61,68
66,46,66,52
74,74,60,48
73,58,69,73
86,50,86,61
75,46,75,42
